Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,0,,
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"130,247 ",30,MB,PT,1,,$0.00 ,,0.00 ,,$45.20 ,,0.3 ,,$158.17 ,,$0.00 ,,,$0 ,,"$114,360 ",,723 ,,"2,530 ",,0 ,,"20,705 ",,No,,,,,,
"City of Tyler, dba: Tyler Transit",Tyler,TX,6089,60089,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"130,247 ",30,CB,PT,1,,$3.07 ,,0.03 ,,$33.78 ,,0.4 ,,$92.14 ,,$0.00 ,,,"$2,676 ",,"$80,436 ",,873 ,,"2,381 ",,0 ,,"59,940 ",,No,,,,,,
"St Johns County, Florida, dba: Sunshine Bus Co.",St. Augustine,FL,4155,40155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,173 ",29,MB,DO,9,,$0.30 ,,0.05 ,,$58.14 ,,9.7 ,,$5.99 ,,$0.00 ,,,"$82,913 ",,"$1,680,337 ",,"280,445 ",,"28,900 ",,0 ,,"607,581 ",,No,,,,,,
"City of Thousand Oaks, dba: Thousand Oaks Transit",Thousand Oaks,CA,9165,90165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,811 ",29,MB,PT,8,,$0.68 ,,0.03 ,,$154.38 ,,6.7 ,,$23.15 ,,$0.00 ,,,"$98,049 ",,"$3,360,127 ",,"145,176 ",,"21,765 ",,0 ,,"318,220 ",,No,,,,,,
"Macon-Bibb County Transit Authority, dba: Public Bus Transportation",Macon,GA,4130,40130,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"137,570 ",29,DR,DO,6,,$1.99 ,,0.10 ,,$34.09 ,,1.7 ,,$20.39 ,,$0.00 ,,,"$66,279 ",,"$677,438 ",,"33,226 ",,"19,871 ",,0 ,,"291,758 ",,No,,,,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295 ",29,MB,PT,6,,$0.00 ,,0.00 ,,$138.93 ,W,16.7 ,W,$8.32 ,,$0.00 ,W,,$0 ,,"$1,425,436 ",,"171,384 ",,"10,260 ",W,0 ,W,"125,708 ",W,Yes,,,,,,
McLean County,Bloomington,IL,5R01-034,5R01-50338,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,29,MB,DO,6,,$0.44 ,,0.04 ,,$54.08 ,,4.7 ,,$11.51 ,,$0.00 ,,,"$9,250 ",,"$241,190 ",,"20,963 ",,"4,460 ",,0 ,,"72,400 ",,No,,,,,,
Lake Transit Authority,Visalia,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,PT,5,,$1.44 ,,0.04 ,,$69.98 ,,1.9 ,,$36.80 ,,$0.00 ,,,"$12,563 ",,"$320,810 ",,"8,717 ",,"4,584 ",,0 ,,"42,167 ",,No,,,,,,
Muskogee County Public Transit Authority,Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,MB,DO,4,,$0.79 ,,0.06 ,,$50.16 ,,3.9 ,,$12.96 ,,$0.00 ,,,"$25,234 ",,"$415,095 ",,"32,027 ",,"8,276 ",,0 ,,"127,138 ",,No,,,,,,
East Alabama Regional Planning and Development Commission,Anniston,AL,4064,40064,"MPO, COG or Other Planning Agency",Reduced Reporter,"79,796 ",29,MB,PT,4,,$0.42 ,,0.08 ,,$58.15 ,,10.7 ,,$5.46 ,,$0.00 ,,,"$60,089 ",,"$786,175 ",,"144,074 ",,"13,520 ",,0 ,,"209,727 ",,No,,,,,,
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,MB,DO,3,,$0.02 ,,0.00 ,,$20.32 ,,4.6 ,,$4.42 ,,$0.00 ,,,$538 ,,"$154,177 ",,"34,875 ",,"7,589 ",,0 ,,"78,456 ",,No,,,,,,
Iowa Northland Regional Council of Governments,Waterloo,IA,7R01-007,7R01-70064,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,29,,$0.53 ,,0.03 ,,$74.44 ,,3.8 ,,$19.61 ,,$0.00 ,,,"$50,544 ",,"$1,856,332 ",,"94,650 ",,"24,936 ",,0 ,,"426,415 ",,No,,,,,,
Cape May County,Cape May Court House,NJ,2203,20203,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,291 ",29,DR,DO,29,,$0.00 ,,0.00 ,,$97.51 ,,2.6 ,,$37.38 ,,$0.00 ,,,$0 ,,"$4,134,325 ",,"110,594 ",,"42,401 ",,0 ,,"561,785 ",,No,,,,,,
Peter Pan Bus Lines,Springfield,MA,,11160,Private-For-Profit Corporation,Reduced Reporter,"4,181,019 ",29,CB,DO,29,,$9.31 ,,1.00 ,,$114.75 ,,12.3 ,,$9.31 ,,$0.00 ,,,"$7,983,516 ",,"$7,983,516 ",,"857,607 ",,"69,571 ",,0 ,,"2,801,234 ",,No,,,,,,
Mid-Ohio Regional Planning Commission,Columbus,OH,5191,50191,"MPO, COG or Other Planning Agency",Full Reporter,"1,368,035 ",29,VP,PT,29,,$5.59 ,,0.80 ,,$33.89 ,,4.9 ,,$6.98 ,,$0.14 ,,,"$384,216 ",,"$479,695 ",,"68,688 ",,"14,153 ",,"3,521,504 ",,"645,275 ",,No,,,,,,
Choctaw Nation of Oklahoma,Hugo,OK,6T03,60003,Tribe,Reduced Reporter,0 ,29,DR,DO,29,,$0.00 ,,0.00 ,,$87.14 ,,1.4 ,,$60.20 ,,$0.00 ,,,$0 ,,"$2,593,965 ",,"43,088 ",,"29,769 ",,0 ,,"1,258,629 ",,No,,,,,,
Perry County Transit,New Lexington,OH,5R05-066,5R05-50343,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,29,DR,DO,29,,$1.69 ,,0.05 ,,$55.16 ,,1.5 ,,$36.84 ,,$0.00 ,,,"$90,359 ",,"$1,968,863 ",,"53,438 ",,"35,694 ",,0 ,,"736,158 ",,No,,,,,,
MIDAS Council of Governments,Fort Dodge,IA,7R01-005,7R01-70256,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,29,,$1.12 ,,0.14 ,,$37.94 ,,4.8 ,,$7.92 ,,$0.00 ,,,"$161,975 ",,"$1,149,562 ",,"145,206 ",,"30,301 ",,0 ,,"324,207 ",,No,,,,,,
Southwest Area Regional Transit District,Uvalde ,TX,6R05-023,6R05-60256,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,29,,$1.41 ,,0.08 ,,$83.89 ,,5.0 ,,$16.79 ,,$0.00 ,,,"$165,597 ",,"$1,975,801 ",,"117,693 ",,"23,551 ",,0 ,,"394,462 ",,No,,,,,,
SMART Starkville-MSU Area Rapid Transit,MSU,MS,4R05-035,4R05-41030,University,Rural Reporter,0 ,29,MB,DO,28,,$0.00 ,,0.00 ,,$42.52 ,,11.6 ,,$3.67 ,,$0.00 ,,,$0 ,,"$2,712,884 ",,"738,871 ",,"63,803 ",,0 ,,"664,634 ",,No,,,,,,
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,26,,$0.78 ,,0.05 ,,$29.59 ,,1.8 ,,$16.60 ,,$0.00 ,,,"$52,800 ",,"$1,120,165 ",,"67,499 ",,"37,861 ",,0 ,,"548,749 ",,No,,,,,,
East Alabama Regional Planning and Development Commission,Anniston,AL,4064,40064,"MPO, COG or Other Planning Agency",Reduced Reporter,"79,796 ",29,DR,PT,25,,$0.80 ,,0.06 ,,$32.11 ,,2.5 ,,$12.87 ,,$0.00 ,,,"$87,625 ",,"$1,407,888 ",,"109,385 ",,"43,840 ",,0 ,,"412,135 ",,No,,,,,,
Muskogee County Public Transit Authority,Muskogee,OK,6R04-015,6R04-60203,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,25,,$0.60 ,,0.04 ,,$20.96 ,,1.4 ,,$15.06 ,,$0.00 ,,,"$30,314 ",,"$757,415 ",,"50,306 ",,"36,143 ",,0 ,,"452,498 ",,No,,,,,,
Lake Transit Authority,Visalia,CA,9R02-001,9R02-91053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,MB,PT,24,,$1.60 ,,0.20 ,,$75.55 ,,9.2 ,,$8.17 ,,$0.00 ,,,"$498,806 ",,"$2,542,756 ",,"311,240 ",,"33,657 ",,0 ,,"816,927 ",,No,,,,,,
New York City Economic Development Corporation,New York,NY,,22930,Private-Non-Profit Corporation,Full Reporter,"18,351,295 ",29,FB,PT,23,,$2.45 ,,0.18 ,,"$1,171.53 ",,84.8 ,,$13.81 ,,$2.53 ,,,"$13,882,274 ",,"$78,330,674 ",,"5,670,849 ",,"66,862 ",,"30,949,943 ",,"846,623 ",,No,,,,,,
McLean County,Bloomington,IL,5R01-034,5R01-50338,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,29,DR,DO,23,,$0.22 ,,0.01 ,,$52.94 ,,2.6 ,,$20.73 ,,$0.00 ,,,"$22,911 ",,"$2,172,433 ",,"104,800 ",,"41,036 ",,0 ,,"637,627 ",,No,,,,,,
"Macon-Bibb County Transit Authority, dba: Public Bus Transportation",Macon,GA,4130,40130,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"137,570 ",29,MB,DO,23,,$0.97 ,,0.11 ,,$111.79 ,,12.6 ,,$8.88 ,,$0.00 ,,,"$542,635 ",,"$4,962,283 ",,"558,975 ",,"44,389 ",,0 ,,"828,197 ",,No,,,,,,
"City of Thousand Oaks, dba: Thousand Oaks Transit",Thousand Oaks,CA,9165,90165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,811 ",29,DR,PT,21,,$2.95 ,,0.07 ,,$98.39 ,,2.2 ,,$44.74 ,,$0.00 ,,,"$253,177 ",,"$3,837,820 ",,"85,778 ",,"39,008 ",,0 ,,"649,551 ",,No,,,,,,
"St Johns County, Florida, dba: Sunshine Bus Co.",St. Augustine,FL,4155,40155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,173 ",29,DR,DO,20,,$2.76 ,,0.11 ,,$45.88 ,,1.8 ,,$25.15 ,,$0.00 ,,,"$155,955 ",,"$1,422,251 ",,"56,556 ",,"31,002 ",,0 ,,"332,582 ",,No,,,,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494 ",29,MB,DO,19,,$0.81 ,,0.16 ,,$99.97 ,,19.5 ,,$5.13 ,,$1.15 ,,,"$675,803 ",,"$4,280,835 ",,"834,379 ",,"42,820 ",,"3,729,674 ",,"599,361 ",,No,,,,,,
"Town of Cary, dba: GoCary",Cary,NC,4143,40143,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"884,891 ",29,DR,PT,19,,$4.24 ,,0.06 ,,$88.16 ,,1.3 ,,$66.95 ,,$0.00 ,,,"$183,463 ",,"$2,900,196 ",,"43,316 ",,"32,897 ",,0 ,,"534,641 ",,No,,,,,,
"City of Clarksville, dba: Clarksville Transit System",Clarksville,TN,4092,40092,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"158,655 ",29,MB,DO,18,,$0.99 ,,0.13 ,,$68.08 ,,9.2 ,,$7.43 ,,$0.00 ,,,"$643,263 ",,"$4,819,791 ",,"648,536 ",,"70,801 ",,0 ,,"1,176,137 ",,No,,,,,,
"Stanislaus County , dba: Stanislaus Regional Transit",Modesto,CA,9236,90236,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"358,172 ",29,MB,PT,16,,$1.40 ,,0.11 ,,$84.50 ,,6.7 ,,$12.68 ,,$0.00 ,,,"$396,736 ",,"$3,603,918 ",,"284,322 ",,"42,651 ",,0 ,,"796,301 ",,No,,,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731 ",29,DR,PT,16,,$3.06 ,,0.09 ,,$100.70 ,,3.1 ,,$32.23 ,,$4.01 ,,,"$150,225 ",,"$1,584,926 ",,"49,169 ",,"15,739 ",,"395,714 ",,"268,782 ",,No,,,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731 ",29,MB,PT,13,,$0.94 ,,0.13 ,,$100.91 ,,13.9 ,,$7.27 ,,$0.98 ,,,"$544,628 ",,"$4,221,498 ",,"580,953 ",,"41,836 ",,"4,329,936 ",,"695,876 ",,No,,,,,,
"Stanislaus County , dba: Stanislaus Regional Transit",Modesto,CA,9236,90236,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"358,172 ",29,DR,PT,12,,$3.31 ,,0.08 ,,$89.21 ,,2.1 ,,$42.03 ,,$0.00 ,,,"$149,654 ",,"$1,898,082 ",,"45,162 ",,"21,277 ",,0 ,,"270,216 ",,No,,,,,,
"City of Clarksville, dba: Clarksville Transit System",Clarksville,TN,4092,40092,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"158,655 ",29,DR,DO,11,,$2.50 ,,0.06 ,,$58.23 ,,1.5 ,,$39.46 ,,$0.00 ,,,"$97,317 ",,"$1,538,933 ",,"38,998 ",,"26,427 ",,0 ,,"374,178 ",,No,,,,,,
"City of Sioux City, dba: Sioux City Transit System",Sioux City,IA,7012,70012,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,494 ",29,DR,PT,10,,$3.76 ,,0.15 ,,$54.09 ,,2.1 ,,$25.57 ,,$4.76 ,,,"$159,714 ",,"$1,085,376 ",,"42,447 ",,"20,065 ",,"227,839 ",,"229,063 ",,No,,,,,,
"Town of Cary, dba: GoCary",Cary,NC,4143,40143,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"884,891 ",29,MB,PT,10,,$0.66 ,,0.05 ,,$76.25 ,,5.6 ,,$13.57 ,,$0.00 ,,,"$149,320 ",,"$3,055,951 ",,"225,261 ",,"40,080 ",,0 ,,"621,022 ",,No,,,,,,
"Stanislaus County , dba: Stanislaus Regional Transit",Modesto,CA,9236,90236,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"358,172 ",29,CB,PT,1,,$9.57 ,,0.18 ,,$193.50 ,,3.6 ,,$53.60 ,,$0.00 ,,,"$39,689 ",,"$222,327 ",,"4,148 ",,"1,149 ",,0 ,,"36,329 ",,No,,,,,,
SMART Starkville-MSU Area Rapid Transit,MSU,MS,4R05-035,4R05-41030,University,Rural Reporter,0 ,29,DR,DO,1,,$0.00 ,,0.00 ,,$45.93 ,,1.4 ,,$32.91 ,,$0.00 ,,,$0 ,,"$94,027 ",,"2,857 ",,"2,047 ",,0 ,,"25,856 ",,No,,,,,,
"City of Claremont, dba: Claremont Dial-a-Ride",La Verne,CA,9296,90296,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",28,DR,PT,7,,$0.83 ,,0.06 ,,$160.23 ,,11.8 ,,$13.53 ,,$0.00 ,,,"$9,845 ",,"$160,395 ",,"11,857 ",,"1,001 ",,0 ,,"10,422 ",,No,,,,,,
Palos Verdes Peninsula Transit Authority,Palos Verdes Peninsula,CA,,90287,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"12,150,996 ",28,DT,PT,6,,$6.08 ,,0.34 ,,$115.84 ,,6.5 ,,$17.87 ,,$0.00 ,,,"$17,183 ",,"$50,506 ",,"2,826 ",,436 ,,0 ,,"8,089 ",,No,,,,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447 ",28,DR,PT,6,,$0.97 ,,0.03 ,,$84.34 ,,2.9 ,,$28.90 ,,$3.65 ,,,"$23,181 ",,"$689,518 ",,"23,857 ",,"8,175 ",,"189,026 ",,"125,186 ",,No,,,,,,
"City of Sharon, dba: Shenango Valley Shuttle Service",Hermitage,PA,3055,30055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"387,550 ",28,MB,DO,5,,$0.58 ,,0.05 ,,$76.55 ,,6.4 ,,$11.94 ,,$0.00 ,,,"$48,243 ",,"$998,875 ",,"83,653 ",,"13,048 ",,0 ,,"153,897 ",,No,,,,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",28,FB,DO,4,,$0.00 ,,0.00 ,,"$6,851.80 ",,"1,255.6 ",,$5.46 ,,$1.05 ,,,$0 ,,"$137,638,902 ",,"25,221,976 ",,"20,088 ",,"131,154,275 ",,"208,883 ",,No,,,,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890 ",28,DR,DO,3,,$0.00 ,,0.00 ,,$63.62 ,,1.8 ,,$35.31 ,,$9.20 ,,,$0 ,,"$298,419 ",,"8,452 ",,"4,691 ",,"32,442 ",,"27,320 ",,No,,,,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621 ",28,DR,DO,3,,$0.00 ,,0.00 ,,$43.14 ,,0.9 ,,$50.47 ,,$13.75 ,,,$0 ,,"$436,783 ",,"8,654 ",,"10,124 ",,"31,760 ",,"49,631 ",,No,,,,,,
Northeast Iowa Community Action Corporation,Decorah,IA,7R01-001,7R01-70195,Private-Non-Profit Corporation,Rural Reporter,0 ,28,DR,DO,28,,$5.46 ,,0.21 ,,$29.53 ,,1.1 ,,$25.99 ,,$0.00 ,,,"$714,963 ",,"$3,400,965 ",,"130,860 ",,"115,185 ",,0 ,,"1,014,364 ",,No,,,,,,
"Town of Oro Valley , dba: Transit Service Division",Oro Valley,AZ,9191,90191,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"843,168 ",28,DR,DO,28,,$2.89 ,,0.09 ,,$53.61 ,,1.8 ,,$30.48 ,,$0.00 ,,,"$138,125 ",,"$1,458,210 ",,"47,847 ",,"27,198 ",,0 ,,"454,277 ",,No,,,,,,
"SPAN, Incorporated",Denton,TX,6116,60116,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"366,174 ",28,DR,DO,28,,$2.11 ,,0.06 ,,$59.36 ,,1.8 ,,$32.98 ,,$0.00 ,,,"$119,014 ",,"$1,858,041 ",,"56,335 ",,"31,301 ",,0 ,,"627,406 ",,No,,,,,,
Altamont Corridor Express,Stockton,CA,9182,90182,Independent Public Agency or Authority of Transit Service,Full Reporter,"370,583 ",28,CR,PT,28,,$7.26 ,,0.56 ,,$691.03 ,,53.0 ,,$13.05 ,,$0.30 ,,,"$10,929,851 ",,"$19,656,446 ",,"1,506,183 ",,"28,445 ",,"65,810,476 ",,"1,126,384 ",,No,,,,,,
Knox Area Transit,Mt. Vernon,OH,5R05-062,5R05-50275,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,DR,DO,27,,$0.50 ,,0.05 ,,$39.16 ,,4.0 ,,$9.90 ,,$0.00 ,,,"$85,921 ",,"$1,716,202 ",,"173,436 ",,"43,820 ",,0 ,,"656,153 ",,No,,,,,,
City of Oxford,Oxford,MS,4R05-030,4R05-41052,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,MB,DO,27,,$0.02 ,,0.01 ,,$90.66 ,,29.5 ,,$3.08 ,,$0.00 ,,,"$19,554 ",,"$3,257,372 ",,"1,059,006 ",,"35,930 ",,0 ,,"741,322 ",,No,,,,,,
University of Minnesota Transit,Minneapolis,MN,5218,50515,University,Full Reporter,"2,650,890 ",28,MB,PT,25,,$0.00 ,,0.00 ,,$113.28 ,,74.9 ,,$1.51 ,,$2.92 ,,,$0 ,,"$6,170,694 ",,"4,078,999 ",,"54,474 ",,"2,113,895 ",,"542,027 ",,No,,,,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621 ",28,MB,DO,25,,$0.00 ,,0.00 ,,$46.23 ,,48.2 ,,$0.96 ,,$0.68 ,,,$0 ,,"$3,326,227 ",,"3,465,918 ",,"71,948 ",,"4,863,262 ",,"700,271 ",,No,,,,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",28,CB,PT,24,,$5.01 ,,0.36 ,,$284.77 ,,20.3 ,,$14.03 ,,$0.42 ,,,"$1,985,346 ",,"$5,557,788 ",,"396,025 ",,"19,517 ",,"13,374,216 ",,"552,683 ",,No,,,,,,
"City of Sharon, dba: Shenango Valley Shuttle Service",Hermitage,PA,3055,30055,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"387,550 ",28,DR,DO,23,,$3.00 ,,0.16 ,,$58.34 ,,3.1 ,,$18.99 ,,$0.00 ,,,"$287,455 ",,"$1,818,081 ",,"95,754 ",,"31,162 ",,0 ,,"595,623 ",,No,,,,,,
Palos Verdes Peninsula Transit Authority,Palos Verdes Peninsula,CA,,90287,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"12,150,996 ",28,MB,PT,22,,$1.87 ,,0.13 ,,$120.85 ,,8.6 ,,$14.13 ,,$0.00 ,,,"$285,874 ",,"$2,157,149 ",,"152,678 ",,"17,850 ",,0 ,,"281,276 ",,No,,,,,,
"City of Santa Maria, dba: Santa Maria Area Transit",Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447 ",28,MB,PT,22,,$1.13 ,,0.15 ,,$91.27 ,,11.8 ,,$7.77 ,,$2.21 ,,,"$749,447 ",,"$5,152,499 ",,"663,526 ",,"56,451 ",,"2,333,488 ",,"829,987 ",,No,,,,,,
"City of Claremont, dba: Claremont Dial-a-Ride",La Verne,CA,9296,90296,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",28,DT,PT,21,,$1.88 ,,0.09 ,,$143.35 ,,7.0 ,,$20.62 ,,$0.00 ,,,"$27,804 ",,"$305,336 ",,"14,810 ",,"2,130 ",,0 ,,"32,679 ",,No,,,,,,
Imperial County Transportation Commission,El Centro,CA,9226,90226,Independent Public Agency or Authority of Transit Service,Full Reporter,"107,672 ",28,MB,PT,18,,$0.86 ,,0.17 ,,$87.10 ,,17.0 ,,$5.13 ,,$0.52 ,,,"$643,715 ",,"$3,833,252 ",,"747,878 ",,"44,012 ",,"7,411,471 ",,"878,260 ",,No,,,,,,
City of Macomb,Macomb,IL,5R01-014,5R01-50232,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,MB,DO,18,,$0.00 ,,0.00 ,,$50.94 ,,27.8 ,,$1.84 ,,$0.00 ,,,$0 ,,"$1,503,462 ",,"819,317 ",,"29,516 ",,0 ,,"330,608 ",,No,,,,,,
"University of Oklahoma, dba: Cleveland Area Rapid Transit", Norman,OK,6096,60096,University,Reduced Reporter,"103,898 ",28,MB,DO,17,,$0.01 ,,0.00 ,,$86.81 ,,30.1 ,,$2.89 ,,$0.00 ,,,"$6,680 ",,"$3,105,705 ",,"1,076,274 ",,"35,775 ",,0 ,,"442,313 ",,No,,,,,,
"City of Pocatello, dba: Pocatello Regional Transit",Pocatello,ID,0022,00022,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,809 ",28,DR,DO,17,,$0.60 ,,0.03 ,,$47.12 ,,2.3 ,,$20.34 ,,$0.00 ,,,"$46,909 ",,"$1,581,946 ",,"77,786 ",,"33,572 ",,0 ,,"437,163 ",,No,,,,,,
Franklin Regional Transit Authority,Greenfield,MA,1R02-005,1R02-10173,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,28,DR,DO,17,,$4.73 ,,0.12 ,,$61.25 ,,1.6 ,,$38.53 ,,$0.00 ,,,"$120,445 ",,"$980,670 ",,"25,450 ",,"16,010 ",,0 ,,"196,438 ",,No,,,,,,
"Cedar Valley Services, Inc.",Austin,MN,5R04-030,5R04-50450,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,28,DR,DO,15,,$1.41 ,,0.11 ,,$46.13 ,,3.8 ,,$12.25 ,,$0.00 ,,,"$197,601 ",,"$1,722,628 ",,"140,600 ",,"37,339 ",,0 ,,"438,803 ",,No,,,,,,
"City of Las Cruces NM, dba: RoadRUNNER Transit",Las Cruces,NM,6049,60049,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"128,600 ",28,DR,DO,15,,$0.69 ,,0.03 ,,$55.06 ,,2.3 ,,$24.43 ,,$0.00 ,,,"$37,824 ",,"$1,335,458 ",,"54,656 ",,"24,256 ",,0 ,,"227,198 ",,No,,,,,,
"Cedar Valley Services, Inc.",Austin,MN,5R04-030,5R04-50450,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,28,MB,DO,13,,$1.05 ,,0.12 ,,$45.84 ,,5.4 ,,$8.56 ,,$0.00 ,,,"$139,027 ",,"$1,132,582 ",,"132,278 ",,"24,709 ",,0 ,,"282,040 ",,No,,,,,,
"City of Las Cruces NM, dba: RoadRUNNER Transit",Las Cruces,NM,6049,60049,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"128,600 ",28,MB,DO,13,,$1.28 ,,0.21 ,,$78.03 ,,12.7 ,,$6.14 ,,$0.00 ,,,"$693,220 ",,"$3,338,114 ",,"543,333 ",,"42,778 ",,0 ,,"555,893 ",,No,,,,,,
"University of Oklahoma, dba: Cleveland Area Rapid Transit", Norman,OK,6096,60096,University,Reduced Reporter,"103,898 ",28,DR,DO,11,,$1.72 ,,0.04 ,,$77.41 ,,1.7 ,,$45.09 ,,$0.00 ,,,"$55,668 ",,"$1,461,507 ",,"32,413 ",,"18,879 ",,0 ,,"201,421 ",,No,,,,,,
"City of Pocatello, dba: Pocatello Regional Transit",Pocatello,ID,0022,00022,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,809 ",28,MB,DO,11,,$0.44 ,,0.10 ,,$40.16 ,,9.3 ,,$4.32 ,,$0.00 ,,,"$89,863 ",,"$890,743 ",,"206,271 ",,"22,178 ",,0 ,,"296,667 ",,No,,,,,,
Franklin Regional Transit Authority,Greenfield,MA,1R02-005,1R02-10173,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,28,MB,DO,11,,$1.00 ,,0.06 ,,$104.20 ,,6.6 ,,$15.73 ,,$0.00 ,,,"$132,520 ",,"$2,078,611 ",,"132,146 ",,"19,949 ",,0 ,,"396,885 ",,No,,,,,,
City of Macomb,Macomb,IL,5R01-014,5R01-50232,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,28,DR,DO,10,,$0.41 ,,0.01 ,,$50.76 ,,1.4 ,,$36.83 ,,$0.00 ,,,"$9,216 ",,"$833,326 ",,"22,626 ",,"16,418 ",,0 ,,"220,748 ",,No,,,,,,
