State,Name,ID,Org Type,SSW,Urbanized Area,UZA Population,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles,,,
ME,Greater Portland Transit District(Metro),1016,Authority,N,"Portland, ME","203,914",MB,DO, 26 , 31 ,, 824.1 ,, 845.9 ,, 819.6 ,, 69.7 ,, 67.6 ,," 1,452.4 ",," 5,923.1 ",,,
ME,Greater Portland Transit District(Metro),1016,Authority,N,"Portland, ME","203,914",Total,, 26 , 31 ,, 824.1 ,, 845.9 ,, 819.6 ,, 69.7 ,, 67.6 ,," 1,452.4 ",," 5,923.1 ",,,
ME,Lewiston-Auburn Transit Committee(LATC),1015,City,Y,"Lewiston, ME","59,397",MB,PT, 7 ,,, -   ,, -   ,, 235.1 ,, -   ,, 18.5 ,, 352.9 ,, -   ,,,
ME,Lewiston-Auburn Transit Committee(LATC),1015,City,Y,"Lewiston, ME","59,397",DR,PT, 2 ,,, -   ,, -   ,, 26.6 ,, -   ,, 2.2 ,, 10.6 ,, -   ,,,
ME,Lewiston-Auburn Transit Committee(LATC),1015,City,Y,"Lewiston, ME","59,397",Total,, 9 ,,, -   ,, -   ,, 261.8 ,, -   ,, 20.7 ,, 363.5 ,, -   ,,,
ME,Northern New England Passenger Rail Authority(NNEPRA),1115,Authority,N,"Portland, ME","203,914",CR,PT, 20 , 23 ,," 2,049.6 ",," 2,027.2 ",," 2,027.2 ",, 66.9 ,, 66.9 ,, 556.3 ,," 45,307.4 ",,,
ME,Northern New England Passenger Rail Authority(NNEPRA),1115,Authority,N,"Portland, ME","203,914",Total,, 20 , 23 ,," 2,049.6 ",," 2,027.2 ",," 2,027.2 ",, 66.9 ,, 66.9 ,, 556.3 ,," 45,307.4 ",,,
ME,"Regional Transportation Program, Inc.(RTP)",1069,Non-Profit,N,"Portland, ME","203,914",DR,DO, 37 , 37 ,, -   ,, 715.3 ,, 670.3 , Q , 57.3 , Q , 51.7 , Q , 134.0 ,," 1,031.7 ",,,
ME,"Regional Transportation Program, Inc.(RTP)",1069,Non-Profit,N,"Portland, ME","203,914",Total,, 37 , 37 ,, -   ,, 715.3 ,, 670.3 ,, 57.3 ,, 51.7 ,, 134.0 ,," 1,031.7 ",,,
ME,South Portland Bus Service,1112,City,Y,"Portland, ME","203,914",MB,DO, 7 ,,, -   ,, -   ,, 189.0 ,, -   ,, 12.9 ,, 248.6 ,, -   ,,,
ME,South Portland Bus Service,1112,City,Y,"Portland, ME","203,914",Total,, 7 ,,, -   ,, -   ,, 189.0 ,, -   ,, 12.9 ,, 248.6 ,, -   ,,,
ME,"Western Maine Transportation Services, Inc.(WMTS)",1098,Non-Profit,Y,"Lewiston, ME","59,397",DR,DO, 19 ,,, -   ,, -   ,, 415.3 ,, -   ,, 38.7 ,, 107.0 ,, -   ,,,
ME,"Western Maine Transportation Services, Inc.(WMTS)",1098,Non-Profit,Y,"Lewiston, ME","59,397",MB,DO, 10 ,,, -   ,, -   ,, 141.1 ,, -   ,, 7.7 ,, 173.6 ,, -   ,,,
ME,"Western Maine Transportation Services, Inc.(WMTS)",1098,Non-Profit,Y,"Lewiston, ME","59,397",Total,, 29 ,,, -   ,, -   ,, 556.4 ,, -   ,, 46.4 ,, 280.6 ,, -   ,,,
ME,York County Community Action Corporation(YCCAC),1099,Non-Profit,Y,"Portsmouth, NH-ME","88,200",DR,DO, 30 ,,, -   ,, -   ,, 655.2 , Q , -   ,, 69.4 ,, 293.8 ,, -   ,,,
ME,York County Community Action Corporation(YCCAC),1099,Non-Profit,Y,"Portsmouth, NH-ME","88,200",Total,, 30 ,,, -   ,, -   ,, 655.2 ,, -   ,, 69.4 ,, 293.8 ,, -   ,,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",CB,DO, 2 , 3 ,, 57.7 ,, 83.0 ,, 57.7 ,, 2.9 ,, 2.2 ,, 37.1 ,, 560.3 ,,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",MB,DO, 66 , 78 ,," 2,464.4 ",," 2,751.1 ",," 2,528.9 ",, 207.7 ,, 197.6 ,," 6,428.7 ",," 20,057.6 ",,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",DR,PT, 16 , 27 ,, -   ,, 538.1 ,, 511.1 ,, 46.9 ,, 44.9 ,, 81.5 ,, 583.5 ,,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",CB,PT, 2 , 3 ,, 271.0 ,, 276.6 ,, 271.0 ,, 8.5 ,, 8.3 ,, 59.0 ,," 1,611.5 ",,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",DT,PT, 23 , 23 ,, -   ,," 1,080.1 ",," 1,080.1 ",, 56.4 ,, 56.4 ,, 154.5 ,, 709.4 ,,,
MI,Ann Arbor Transportation Authority(AATA),5040,Authority,N,"Ann Arbor, MI","306,022",Total,, 109 , 134 ,," 2,793.1 ",," 4,728.9 ",," 4,448.8 ",, 322.4 ,, 309.4 ,," 6,760.9 ",," 23,522.4 ",,,
MI,Battle Creek Transit(BCT),5030,City,Y,"Battle Creek, MI","78,393",MB,DO, 14 ,,, -   ,, -   ,, 480.2 ,, -   ,, 32.1 ,, 533.0 ,, -   ,,,
MI,Battle Creek Transit(BCT),5030,City,Y,"Battle Creek, MI","78,393",DR,DO, 7 ,,, -   ,, -   ,, 139.3 ,, -   ,, 13.4 ,, 28.0 ,, -   ,,,
MI,Battle Creek Transit(BCT),5030,City,Y,"Battle Creek, MI","78,393",Total,, 21 ,,, -   ,, -   ,, 619.5 ,, -   ,, 45.4 ,, 560.9 ,, -   ,,,
MI,Bay Metropolitan Transit Authority(Bay Metro),5029,Authority,N,"Bay City, MI","70,585",DR,DO, 13 , 15 ,, -   ,, 482.7 ,, 478.0 ,, 28.9 ,, 28.7 ,, 51.8 ,, 409.1 ,,,
MI,Bay Metropolitan Transit Authority(Bay Metro),5029,Authority,N,"Bay City, MI","70,585",MB,DO, 46 , 48 ,, 977.0 ,," 1,003.0 ",, 997.0 ,, 49.5 ,, 49.2 ,, 568.2 ,," 4,051.3 ",,,
MI,Bay Metropolitan Transit Authority(Bay Metro),5029,Authority,N,"Bay City, MI","70,585",Total,, 59 , 63 ,, 977.0 ,," 1,485.8 ",," 1,475.0 ",, 78.4 ,, 77.9 ,, 619.9 ,," 4,460.3 ",,,
MI,Blue Water Area Transportation Commission(Blue Water Area Transit),5148,Authority,N,"Port Huron, MI","87,106",CB,DO, 3 , 6 ,, 100.6 ,, 100.6 ,, 100.4 ,, 3.8 ,, 3.5 ,, 26.2 ,, 648.3 ,,,
MI,Blue Water Area Transportation Commission(Blue Water Area Transit),5148,Authority,N,"Port Huron, MI","87,106",MB,DO, 10 , 32 ,, 429.1 ,, 433.6 ,, 416.4 ,, 34.9 ,, 32.9 ,, 913.3 ,," 3,434.3 ",,,
MI,Blue Water Area Transportation Commission(Blue Water Area Transit),5148,Authority,N,"Port Huron, MI","87,106",DR,DO, 38 , 63 ,, -   ,," 1,179.2 ",," 1,163.9 ",, 70.7 ,, 69.1 ,, 333.8 ,," 3,384.9 ",,,
MI,Blue Water Area Transportation Commission(Blue Water Area Transit),5148,Authority,N,"Port Huron, MI","87,106",DR,PT, 151 , 164 ,, -   ,," 1,284.9 ",," 1,196.0 ",, 83.5 ,, 77.7 ,, 243.0 ,," 2,673.1 ",,,
MI,Blue Water Area Transportation Commission(Blue Water Area Transit),5148,Authority,N,"Port Huron, MI","87,106",Total,, 202 , 265 ,, 529.7 ,," 2,998.2 ",," 2,876.6 ",, 192.8 ,, 183.3 ,," 1,516.3 ",," 10,140.5 ",,,
MI,Capital Area Transportation Authority(CATA),5036,Authority,N,"Lansing, MI","313,532",MB,DO, 79 , 108 ,," 3,075.2 ",," 3,336.7 ",," 3,109.6 ",, 250.5 ,, 237.8 ,," 11,358.5 ",," 35,097.9 ",,,
MI,Capital Area Transportation Authority(CATA),5036,Authority,N,"Lansing, MI","313,532",DR,PT, 60 , 67 ,, -   ,," 2,479.7 ",," 2,164.1 ",, 155.7 ,, 132.6 ,, 373.5 ,," 3,240.0 ",,,
MI,Capital Area Transportation Authority(CATA),5036,Authority,N,"Lansing, MI","313,532",DR,DO, 36 , 42 ,, -   ,, 769.0 ,, 659.7 ,, 64.9 ,, 51.4 ,, 136.8 ,, 832.7 ,,,
MI,Capital Area Transportation Authority(CATA),5036,Authority,N,"Lansing, MI","313,532",Total,, 175 , 217 ,," 3,075.2 ",," 6,585.4 ",," 5,933.4 ",, 471.1 ,, 421.7 ,," 11,868.9 ",," 39,170.5 ",,,
MI,City of Detroit Department of Transportation(DDOT),5119,City,N,"Detroit, MI","3,734,090",MB,DO, 223 , 366 ,," 10,079.1 ",," 11,492.5 ",," 9,660.8 ",, 851.2 ,, 744.8 ,," 30,898.9 ",," 140,590.1 ",,,
MI,City of Detroit Department of Transportation(DDOT),5119,City,N,"Detroit, MI","3,734,090",DR,PT, 2 , 3 ,, -   ,, 49.0 ,, 36.4 , Q , 4.8 ,, 4.0 , Q , 7.4 , Q , 44.3 ,Q,,
MI,City of Detroit Department of Transportation(DDOT),5119,City,N,"Detroit, MI","3,734,090",DT,PT, 223 , 223 ,, -   ,," 1,826.4 ",," 1,826.4 ", Q , 701.1 ,, 701.1 , Q , 274.9 , Q ," 2,079.8 ",Q,,
MI,City of Detroit Department of Transportation(DDOT),5119,City,N,"Detroit, MI","3,734,090",Total,, 448 , 592 ,," 10,079.1 ",," 13,367.8 ",," 11,523.6 ",," 1,557.1 ",," 1,449.9 ",," 31,181.3 ",," 142,714.2 ",,,
MI,City of Jackson Transportation Authority(JTA),5034,Authority,N,"Jackson, MI","90,057",MB,DO, 11 , 17 ,, 382.0 ,, 385.8 ,, 368.8 ,, 29.4 ,, 28.0 ,, 530.4 ,," 1,468.7 ",,,
MI,City of Jackson Transportation Authority(JTA),5034,Authority,N,"Jackson, MI","90,057",DT,PT, 4 , 4 ,, -   ,, 16.0 ,, 16.0 ,, 0.8 ,, 0.8 ,, 1.3 ,, 13.3 ,,,
MI,City of Jackson Transportation Authority(JTA),5034,Authority,N,"Jackson, MI","90,057",DR,DO, 12 , 28 ,, -   ,, 406.8 ,, 351.6 ,, 26.7 ,, 19.9 ,, 43.0 ,, 256.7 ,,,
MI,City of Jackson Transportation Authority(JTA),5034,Authority,N,"Jackson, MI","90,057",Total,, 27 , 49 ,, 382.0 ,, 808.6 ,, 736.5 ,, 56.9 ,, 48.7 ,, 574.7 ,," 1,738.7 ",,,
MI,Detroit Transportation Corporation(Detroit People Mover),5141,Authority,N,"Detroit, MI","3,734,090",MG,DO, 10 , 12 ,, 630.2 ,, 597.0 ,, 586.4 ,, 51.4 ,, 50.4 ,," 2,331.7 ",," 3,654.2 ",,,
MI,Detroit Transportation Corporation(Detroit People Mover),5141,Authority,N,"Detroit, MI","3,734,090",Total,, 10 , 12 ,, 630.2 ,, 597.0 ,, 586.4 ,, 51.4 ,, 50.4 ,," 2,331.7 ",," 3,654.2 ",,,
MI,Harbor Transit Multi-Modal Transportation System(Harbor Transit),5196,Authority,Y,"Muskegon, MI","161,280",DR,DO, 18 ,,, -   ,, -   ,, 434.1 ,, -   ,, 28.8 ,, 176.5 ,, -   ,,,
MI,Harbor Transit Multi-Modal Transportation System(Harbor Transit),5196,Authority,Y,"Muskegon, MI","161,280",Total,, 18 ,,, -   ,, -   ,, 434.1 ,, -   ,, 28.8 ,, 176.5 ,, -   ,,,
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"Grand Rapids, MI","569,935",MB,DO, 126 , 163 ,," 5,010.5 ",," 5,295.9 ",," 5,023.7 ",, 422.8 ,, 406.4 ,," 12,039.1 ",," 42,618.3 ",,,
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"Grand Rapids, MI","569,935",DR,PT, 108 , 135 ,, -   ,," 2,876.8 ",," 2,412.6 ",, 198.4 ,, 165.4 ,, 413.2 ,," 4,518.6 ",,,
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"Grand Rapids, MI","569,935",VP,DO, 30 , 31 ,, -   ,, 694.8 ,, 694.8 ,, 13.7 ,, 13.7 ,, 54.0 ,," 2,633.8 ",,,
MI,Interurban Transit Partnership(The Rapid),5033,Authority,N,"Grand Rapids, MI","569,935",Total,, 264 , 329 ,," 5,010.5 ",," 8,867.5 ",," 8,131.1 ",, 634.9 ,, 585.6 ,," 12,506.3 ",," 49,770.8 ",,,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"Kalamazoo, MI","209,703",DR,PT, 43 , 45 ,, -   ,," 1,288.3 ",," 1,112.9 ",, 89.6 ,, 74.3 ,, 132.6 ,," 1,532.6 ",,,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"Kalamazoo, MI","209,703",VP,DO, 7 , 7 ,, -   ,, 35.9 ,, 35.9 ,, 3.2 ,, 3.2 ,, 14.0 ,, 91.0 ,,,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"Kalamazoo, MI","209,703",MB,DO, 28 , 39 ,," 1,496.6 ",," 1,509.1 ",," 1,496.0 ",, 112.9 ,, 112.0 ,," 2,987.4 ",," 9,971.9 ",,,
MI,Kalamazoo Metro Transit System(Metro Transit),5035,City,N,"Kalamazoo, MI","209,703",Total,, 78 , 91 ,," 1,496.6 ",," 2,833.2 ",," 2,644.7 ",, 205.7 ,, 189.5 ,," 3,134.1 ",," 11,595.5 ",,,
MI,Livingston Essential Transportation Service(LETS),5180,City,Y,"South Lyon-Howell, MI","119,509",DR,DO, 21 ,,, -   ,, -   ,, 767.6 ,, -   ,, 37.1 ,, 142.0 ,, -   ,,,
MI,Livingston Essential Transportation Service(LETS),5180,City,Y,"South Lyon-Howell, MI","119,509",Total,, 21 ,,, -   ,, -   ,, 767.6 ,, -   ,, 37.1 ,, 142.0 ,, -   ,,,
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Holland, MI","99,941",MB,DO, 8 , 33 ,, 414.3 ,, 430.1 ,, 414.7 ,, 34.2 ,, 33.1 ,, 370.7 ,," 1,442.0 ",,,
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Holland, MI","99,941",DR,DO, 13 , 33 ,, -   ,, 403.8 ,, 378.7 ,, 39.4 ,, 38.0 ,, 100.1 ,, 524.4 ,,,
MI,Macatawa Area Express Transportation Authority(MAX),5184,Authority,N,"Holland, MI","99,941",Total,, 21 , 66 ,, 414.3 ,, 833.8 ,, 793.4 ,, 73.6 ,, 71.1 ,, 470.8 ,," 1,966.4 ",,,
MI,Mass Transportation Authority(MTA),5032,Authority,N,"Flint, MI","356,218",DR,DO, 81 , 152 ,, -   ,," 4,264.6 ",," 3,916.2 ",, 230.8 ,, 206.5 ,, 475.5 ,," 4,908.8 ",,,
MI,Mass Transportation Authority(MTA),5032,Authority,N,"Flint, MI","356,218",MB,DO, 93 , 128 ,," 3,803.2 ",," 3,485.9 ",," 3,162.1 ",, 188.8 ,, 172.2 ,," 5,690.9 ",," 35,772.0 ",,,
MI,Mass Transportation Authority(MTA),5032,Authority,N,"Flint, MI","356,218",DR,PT, 2 , 4 ,, -   ,, 47.8 ,, 42.1 ,, 2.7 ,, 2.3 ,, 4.0 ,, 81.1 ,,,
MI,Mass Transportation Authority(MTA),5032,Authority,N,"Flint, MI","356,218",Total,, 176 , 284 ,," 3,803.2 ",," 7,798.3 ",," 7,120.4 ",, 422.3 ,, 381.0 ,," 6,170.4 ",," 40,761.9 ",,,
MI,Midland County Board of Commissioners,5208,Non-Profit,Y,"Midland, MI","59,014",DR,DO, 21 ,,, -   ,, -   ,," 1,030.9 ",, -   ,, 48.1 ,, 77.2 ,, -   ,,,
MI,Midland County Board of Commissioners,5208,Non-Profit,Y,"Midland, MI","59,014",Total,, 21 ,,, -   ,, -   ,," 1,030.9 ",, -   ,, 48.1 ,, 77.2 ,, -   ,,,
MI,Midland Dial-A-Ride(Midland DART),5207,City,Y,"Midland, MI","59,014",DR,DO, 14 ,,, -   ,, -   ,, 417.8 ,, -   ,, 27.4 ,, 113.9 ,, -   ,,,
MI,Midland Dial-A-Ride(Midland DART),5207,City,Y,"Midland, MI","59,014",Total,, 14 ,,, -   ,, -   ,, 417.8 ,, -   ,, 27.4 ,, 113.9 ,, -   ,,,
MI,Muskegon Area Transit System(MATS),5037,City,Y,"Muskegon, MI","161,280",MB,DO, 12 ,,, -   ,, -   ,, 524.5 ,, -   ,, 40.3 ,, 706.0 ,, -   ,,,
MI,Muskegon Area Transit System(MATS),5037,City,Y,"Muskegon, MI","161,280",DR,DO, 8 ,,, -   ,, -   ,, 216.7 ,, -   ,, 13.8 ,, 25.0 ,, -   ,,,
MI,Muskegon Area Transit System(MATS),5037,City,Y,"Muskegon, MI","161,280",Total,, 20 ,,, -   ,, -   ,, 741.2 ,, -   ,, 54.2 ,, 731.0 ,, -   ,,,
MI,Niles Dial-A-Ride(DART),5038,City,Y,"South Bend, IN-MI","278,165",DR,DO, 5 ,,, -   ,, -   ,, 98.6 ,, -   ,, 7.7 ,, 31.1 ,, -   ,,,
MI,Niles Dial-A-Ride(DART),5038,City,Y,"South Bend, IN-MI","278,165",Total,, 5 ,,, -   ,, -   ,, 98.6 ,, -   ,, 7.7 ,, 31.1 ,, -   ,,,
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Saginaw, MI","126,265",MB,DO, 28 , 41 ,, 767.1 , Q , 881.6 ,, 767.1 , Q , 49.9 ,, 43.7 , Q , 919.7 ,," 3,126.9 ",,,
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Saginaw, MI","126,265",DR,DO, 4 , 9 ,, -   ,, 205.3 ,, 160.4 , Q , 11.6 , Q , 9.5 , Q , 25.9 ,, 129.9 ,,,
MI,Saginaw Transit Authority Regional Service(STARS),5039,Authority,N,"Saginaw, MI","126,265",Total,, 32 , 50 ,, 767.1 ,," 1,086.9 ",, 927.4 ,, 61.5 ,, 53.2 ,, 945.6 ,," 3,256.8 ",,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,"Detroit, MI","3,734,090",MB,PT, 8 , 10 ,, 263.7 ,, 272.2 ,, 263.6 ,, 25.0 ,, 24.6 ,, 251.9 ,, 717.2 ,,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,"Detroit, MI","3,734,090",MB,DO, 221 , 225 ,," 8,531.4 ",," 10,828.9 ",," 8,361.2 ",, 568.4 ,, 495.0 ,," 9,212.7 ",," 76,697.7 ",,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,"Detroit, MI","3,734,090",DR,PT, 28 , 43 ,, -   ,, 864.5 ,, 792.2 ,, 61.3 ,, 55.9 ,, 283.4 ,," 1,337.0 ",,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,"Detroit, MI","3,734,090",DR,DO, 81 , 111 ,, -   ,," 3,419.9 ",," 2,956.2 ",, 181.8 ,, 164.6 ,, 366.8 ,," 2,735.3 ",,,
MI,Suburban Mobility Authority for Regional Transportation(SMART),5031,Authority,N,"Detroit, MI","3,734,090",Total,, 338 , 389 ,," 8,795.1 ",," 15,385.5 ",," 12,373.2 ",, 836.6 ,, 740.1 ,," 10,114.8 ",," 81,487.3 ",,,
MI,Twin Cities Area Transportation Authority(TCATA),5132,Authority,Y,"Benton Harbor-St. Joseph-Fair Plain, MI","61,022",DR,DO, 23 ,,, -   ,, -   ,, 435.1 ,, -   ,, 36.3 ,, 152.4 ,, -   ,,,
MI,Twin Cities Area Transportation Authority(TCATA),5132,Authority,Y,"Benton Harbor-St. Joseph-Fair Plain, MI","61,022",MB,DO, 2 ,,, -   ,, -   ,, 213.4 ,, -   ,, 13.1 ,, 66.7 ,, -   ,,,
MI,Twin Cities Area Transportation Authority(TCATA),5132,Authority,Y,"Benton Harbor-St. Joseph-Fair Plain, MI","61,022",Total,, 25 ,,, -   ,, -   ,, 648.5 ,, -   ,, 49.4 ,, 219.2 ,, -   ,,,
MI,University of Michigan Parking and Transportation Services(UMTS),5158,University,N,"Ann Arbor, MI","306,022",MB,DO, 38 , 61 ,," 1,038.8 ",," 1,186.1 ",," 1,037.4 ",, 114.9 ,, 104.2 ,," 7,263.2 ",," 20,293.5 ",,,
MI,University of Michigan Parking and Transportation Services(UMTS),5158,University,N,"Ann Arbor, MI","306,022",Total,, 38 , 61 ,," 1,038.8 ",," 1,186.1 ",," 1,037.4 ",, 114.9 ,, 104.2 ,," 7,263.2 ",," 20,293.5 ",,,
MI,"VRide, Inc. - Michigan",5193,Contractor,N,"Detroit, MI","3,734,090",VP,DO, 486 , 503 ,, -   ,," 8,309.4 ",," 8,309.4 ",, 178.6 ,, 178.6 ,," 1,183.2 ",," 39,249.1 ",,,
MI,"VRide, Inc. - Michigan",5193,Contractor,N,"Detroit, MI","3,734,090",Total,, 486 , 503 ,, -   ,," 8,309.4 ",," 8,309.4 ",, 178.6 ,, 178.6 ,," 1,183.2 ",," 39,249.1 ",,,
MN,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",5026,City,N,"Fargo, ND-MN","176,676",MB,PT, 8 , 10 ,, 330.1 ,, 343.8 ,, 328.8 ,, 25.0 ,, 24.2 ,, 452.6 ,," 1,680.4 ",,,
MN,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",5026,City,N,"Fargo, ND-MN","176,676",DR,PT, 2 , 3 ,, -   ,, 60.1 ,, 55.1 ,, 4.4 ,, 4.2 ,, 8.0 ,, 34.3 ,,,
MN,"City of Moorhead, DBA: Metropolitan Area Transit(MATBUS)",5026,City,N,"Fargo, ND-MN","176,676",Total,, 10 , 13 ,, 330.1 ,, 403.9 ,, 383.8 ,, 29.4 ,, 28.4 ,, 460.7 ,," 1,714.7 ",,,
MN,City of Rochester Public Transportation(RPT),5092,City,N,"Rochester, MN","107,677",MB,PT, 31 , 41 ,, 954.1 ,," 1,157.9 ",, 990.9 ,, 77.1 ,, 64.3 ,," 1,713.8 ",," 6,285.8 ",,,
MN,City of Rochester Public Transportation(RPT),5092,City,N,"Rochester, MN","107,677",DR,PT, 4 , 5 ,, -   ,, 221.1 ,, 217.6 ,, 14.6 ,, 14.4 ,, 39.3 ,, 276.3 ,,,
MN,City of Rochester Public Transportation(RPT),5092,City,N,"Rochester, MN","107,677",Total,, 35 , 46 ,, 954.1 ,," 1,379.0 ",," 1,208.5 ",, 91.6 ,, 78.7 ,," 1,753.1 ",," 6,562.1 ",,,
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Duluth, MN-WI","120,378",DR,PT, 5 , 9 ,, -   ,, 237.7 ,, 233.5 ,, 18.0 ,, 17.6 ,, 25.8 ,, 142.6 ,,,
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Duluth, MN-WI","120,378",MB,DO, 50 , 63 ,," 1,819.4 ",," 1,876.5 ",," 1,752.6 ",, 141.8 ,, 132.4 ,," 3,195.0 ",," 13,911.6 ",,,
MN,Duluth Transit Authority(DTA),5025,Authority,N,"Duluth, MN-WI","120,378",Total,, 55 , 72 ,," 1,819.4 ",," 2,114.2 ",," 1,986.1 ",, 159.8 ,, 150.1 ,," 3,220.8 ",," 14,054.2 ",,,
MN,Greater Mankato Transit System(MTS),5205,City,Y,"Mankato, MN","57,584",MB,DO, 13 ,,, -   ,, -   ,, 206.2 ,, -   ,, 17.1 ,, 662.8 ,, -   ,,,
MN,Greater Mankato Transit System(MTS),5205,City,Y,"Mankato, MN","57,584",DR,DO, 4 ,,, -   ,, -   ,, 45.0 ,, -   ,, 4.5 ,, 9.8 ,, -   ,,,
MN,Greater Mankato Transit System(MTS),5205,City,Y,"Mankato, MN","57,584",Total,, 17 ,,, -   ,, -   ,, 251.1 ,, -   ,, 21.6 ,, 672.6 ,, -   ,,,
MN,Metro Mobility,5155,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",DR,PT, 375 , 407 ,, -   ,," 18,043.0 ",," 14,918.5 ",, 998.8 ,, 852.5 ,," 1,747.9 ",," 17,918.1 ",,,
MN,Metro Mobility,5155,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",Total,, 375 , 407 ,, -   ,," 18,043.0 ",," 14,918.5 ",, 998.8 ,, 852.5 ,," 1,747.9 ",," 17,918.1 ",,,
MN,Metro Transit,5027,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",MB,DO, 766 , 912 ,," 23,083.5 ",," 29,490.4 ",," 23,134.3 ",," 2,290.0 ",," 2,006.3 ",," 70,418.6 ",," 284,766.5 ",,,
MN,Metro Transit,5027,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",LR,DO, 42 , 62 ,," 2,294.4 ",," 2,370.9 ",," 2,310.9 ",, 170.9 ,, 163.9 ,," 10,162.9 ",," 54,055.3 ",,,
MN,Metro Transit,5027,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",CR,PT, 23 , 24 ,, 516.2 ,, 543.3 ,, 536.9 ,, 16.3 ,, 15.1 ,, 787.2 ,," 19,877.4 ",,,
MN,Metro Transit,5027,Subsidiary,N,"Minneapolis-St. Paul, MN-WI","2,650,890",Total,, 831 , 998 ,," 25,894.1 ",," 32,404.6 ",," 25,982.1 ",," 2,477.2 ",," 2,185.2 ",," 81,368.8 ",," 358,699.3 ",,,
MN,Metropolitan Council,5154,Consolidated,N,"Minneapolis-St. Paul, MN-WI","2,650,890",VP,PT, 78 , 81 ,, -   ,," 1,546.1 ",," 1,546.1 ",, 38.2 ,, 38.2 ,, 186.4 ,," 6,555.7 ",,,
MN,Metropolitan Council,5154,Consolidated,N,"Minneapolis-St. Paul, MN-WI","2,650,890",DR,PT, 117 , 127 ,, -   ,," 3,984.1 ",," 3,427.2 ",, 231.4 ,, 192.2 ,, 484.3 ,," 4,010.4 ",,,
MN,Metropolitan Council,5154,Consolidated,N,"Minneapolis-St. Paul, MN-WI","2,650,890",MB,PT, 313 , 365 ,," 7,808.7 ",," 11,561.3 ",," 7,761.2 ",, 586.9 ,, 446.4 ,," 11,300.2 ",," 86,333.9 ",,,
MN,Metropolitan Council,5154,Consolidated,N,"Minneapolis-St. Paul, MN-WI","2,650,890",Total,, 508 , 573 ,," 7,808.7 ",," 17,091.5 ",," 12,734.4 ",, 856.5 ,, 676.7 ,," 11,971.0 ",," 96,900.0 ",,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"St. Cloud, MN","110,621",DR,DO, 20 , 23 ,, -   ,, 531.6 ,, 486.4 ,, 42.6 ,, 38.9 ,, 122.3 ,, 564.3 ,,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"St. Cloud, MN","110,621",CB,DO, 3 , 4 ,, 140.1 ,, 149.0 ,, 140.1 ,, 5.4 ,, 4.7 ,, 53.2 ,," 1,473.9 ",,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"St. Cloud, MN","110,621",MB,DO, 27 , 39 ,," 1,195.7 ",," 1,247.2 ",," 1,195.7 ",, 92.1 ,, 84.8 ,," 2,197.2 ",," 7,452.5 ",,,
MN,St. Cloud Metropolitan Transit Commission(Metro Bus),5028,Authority,N,"St. Cloud, MN","110,621",Total,, 50 , 66 ,," 1,335.8 ",," 1,927.8 ",," 1,822.2 ",, 140.2 ,, 128.4 ,," 2,372.6 ",," 9,490.8 ",,,
