State,Name,ID,,Mode,,, Vehicles Available for Maximum Service,Annual Scheduled Vehicle Revenue Miles,Annual Vehicle Miles, Annual Vehicle Revenue Miles,Annual Vehicle Hours,Annual Vehicle Revenue Hours,Unlinked Passenger Trips,Passenger Miles
FL,Central Florida Regional Transportation Authority (Lynx),,,,,,,,,,,,,
,,4035,B,DR,PT,155,155,0.0 ,"8,760.6 ","7,034.3 ",528.8 ,437.1 ,612.7 ,"8,549.1 "
,,4035,B,MB,DO,190,236,"12,994.3 ","14,083.3 ","12,986.6 ",985.7 ,932.3 ,"21,895.0 ","131,858.3 "
,,4035,B,VP,PT,43,65,0.0 ,"1,227.2 ","1,227.2 ",30.1 ,30.1 ,222.3 ,"6,692.4 "
,,,Total,,,388,456,"12,994.3 ","24,071.1 ","21,248.1 ","1,544.6 ","1,399.5 ","22,730.0 ","147,099.8 "
FL,Charlotte County Transit Department,,,,,,,,,,,,,
,,4129,B,DR,PT,10,17,0.0 ,438.2 ,380.8 ,27.3 ,25.5 ,57.4 ,361.8 
FL,City of Tallahassee (TalTran),,,,,,,,,,,,,
,,4036,B,DR,DO,17,17,0.0 ,363.2 ,320.3 ,30.2 ,27.7 ,51.2 ,378.6 
,,4036,B,DR,PT,3,3,0.0 ,80.8 ,73.1 ,7.3 ,6.9 ,8.9 ,66.2 
,,4036,B,MB,DO,48,57,"1,749.9 ","1,816.3 ","1,721.1 ",147.7 ,141.5 ,"4,372.8 ","10,057.4 "
,,,Total,,,68,77,"1,749.9 ","2,260.3 ","2,114.5 ",185.2 ,176.1 ,"4,432.9 ","10,502.1 "
FL,"Council on Aging of Martin County, Inc. (COAMC \ CC - MCBOCC)",,,,,,,,,,,,,
,,4113,D,DR,DO,26,38,0.0 ,702.5 ,555.5 ,51.0 ,38.1 ,147.5 ,"2,623.5 "
FL,"Council on Aging of St. Lucie, Inc. (CT)",,,,,,,,,,,,,
,,4097,E,DR,DO,22,31,0.0 ,643.9 ,552.3 ,42.2 ,37.7 ,162.7 ,624.6 
,,4097,E,MB,DO,3,4,133.7 ,137.6 ,133.7 ,9.8 ,8.3 ,19.0 ,133.5 
,,,Total,,,25,35,133.7 ,781.5 ,686.1 ,52.0 ,46.0 ,181.8 ,758.1 
FL,"County of Volusia, dba: VOTRAN",,,,,,,,,,,,,
,,4032,B,DR,DO,38,44,0.0 ,"1,441.0 ","1,276.1 ",100.4 ,89.0 ,197.1 ,"1,275.4 "
,,4032,B,DR,PT,39,39,0.0 ,"1,150.7 ","1,150.7 ",81.9 ,81.9 ,116.8 ,"1,157.3 "
,,4032,B,MB,DO,46,53,"2,488.1 ","2,643.0 ","2,499.2 ",164.4 ,157.7 ,"2,825.3 ","15,422.1 "
,,4032,B,MB,PT,2,2,72.8 ,72.8 ,35.1 ,2.0 ,1.0 ,11.6 ,692.1 
,,4032,B,VP,DO,14,14,0.0 ,212.2 ,212.2 ,4.4 ,4.4 ,49.8 ,"1,847.4 "
,,,Total,,,139,152,"2,560.9 ","5,519.6 ","5,173.3 ",353.1 ,334.2 ,"3,200.6 ","20,394.2 "
FL,Escambia County Area Transit (ECAT),,,,,,,,,,,,,
,,4038,B,DR,PT,14,15,0.0 ,493.0 ,485.7 ,30.6 ,29.7 ,58.9 ,518.6 
,,4038,B,MB,DO,32,39,"1,484.3 ","1,505.0 ","1,426.3 ",103.1 ,97.5 ,"1,627.0 ","7,500.6 "
,,,Total,,,46,54,"1,484.3 ","1,998.0 ","1,912.0 ",133.7 ,127.2 ,"1,686.0 ","8,019.2 "
FL,Gainesville Regional Transit System (RTS),,,,,,,,,,,,,
,,4030,B,DR,PT,5,7,0.0 ,240.9 ,210.5 ,15.8 ,13.0 ,32.5 ,402.9 
,,4030,B,MB,DO,88,105,"2,483.3 ","2,582.5 ","2,408.3 ",224.5 ,212.0 ,"8,103.1 ","27,153.3 "
,,,Total,,,93,112,"2,483.3 ","2,823.4 ","2,618.8 ",240.3 ,225.0 ,"8,135.6 ","27,556.2 "
FL,Hillsborough Area Regional Transit Authority (HART),,,,,,,,,,,,,
,,4041,B,DR,DO,21,21,0.0 ,569.7 ,464.1 ,39.9 ,30.2 ,34.7 ,278.8 
,,4041,B,LR,DO,4,8,79.4 ,80.4 ,80.2 ,17.5 ,17.3 ,503.7 ,843.0 
,,4041,B,MB,DO,152,190,"6,222.9 ","7,013.7 ","6,220.0 ",546.8 ,510.7 ,"9,185.4 ","43,833.0 "
,,4041,B,VP,PT,12,13,0.0 ,268.1 ,268.1 ,6.9 ,6.9 ,34.7 ,"1,122.6 "
,,,Total,,,189,232,"6,302.3 ","7,931.9 ","7,032.4 ",611.1 ,565.1 ,"9,758.5 ","46,077.4 "
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",,,,,,,,,,,,,
,,4104,B,DR,DO,23,27,0.0 ,526.3 ,494.5 ,38.2 ,36.5 ,62.2 ,477.2 
,,4104,B,MB,DO,9,14,250.6 ,256.4 ,250.6 ,23.5 ,23.0 ,205.6 ,234.5 
,,,Total,,,32,41,250.6 ,782.6 ,745.2 ,61.7 ,59.4 ,267.8 ,711.7 
FL,Jacksonville Transportation Authority (JTA),,,,,,,,,,,,,
,,4040,A,AG,DO,6,8,269.2 ,269.2 ,267.8 ,20.6 ,20.2 ,723.0 ,237.5 
,,4040,A,DR,PT,127,127,0.0 ,"6,133.8 ","5,322.2 ",359.1 ,302.1 ,541.9 ,"6,287.1 "
,,4040,A,MB,DO,144,171,"9,383.1 ","9,506.7 ","9,333.6 ",555.2 ,520.4 ,"8,484.9 ","61,723.3 "
,,,Total,,,277,306,"9,652.3 ","15,909.6 ","14,923.6 ",934.9 ,842.8 ,"9,749.7 ","68,247.8 "
FL,Lakeland Area Mass Transit District (Citrus Connection),,,,,,,,,,,,,
,,4031,A,DR,DO,15,15,0.0 ,540.7 ,489.1 ,40.2 ,37.0 ,121.9 ,"1,010.9 "
,,4031,A,MB,DO,25,25,"1,357.6 ","1,374.6 ","1,357.6 ",82.7 ,81.8 ,"1,510.5 ","5,624.1 "
,,,Total,,,40,40,"1,357.6 ","1,915.4 ","1,846.7 ",122.9 ,118.8 ,"1,632.4 ","6,635.0 "
FL,Lee County Transit (LeeTran),,,,,,,,,,,,,
,,4028,B,DR,PT,26,37,0.0 ,"1,084.2 ",925.6 ,75.1 ,63.8 ,130.6 ,"1,480.2 "
,,4028,B,MB,DO,43,53,"2,898.1 ","3,079.4 ","2,902.9 ",188.9 ,178.1 ,"2,335.8 ","10,020.8 "
,,4028,B,VP,PT,3,6,0.0 ,27.5 ,27.5 ,0.9 ,0.9 ,8.0 ,244.6 
,,,Total,,,72,96,"2,898.1 ","4,191.1 ","3,856.0 ",265.0 ,242.8 ,"2,474.4 ","11,745.5 "
FL,Manatee County Area Transit (MCAT),,,,,,,,,,,,,
,,4026,A,DR,DO,20,24,0.0 ,544.4 ,502.9 ,37.4 ,35.2 ,90.7 ,533.3 
,,4026,A,MB,DO,15,22,"1,015.8 ","1,107.1 ",937.7 ,89.9 ,82.5 ,"1,195.4 ","4,833.8 "
,,4026,A,VP,DO,2,2,0.0 ,68.3 ,68.3 ,1.4 ,1.2 ,2.3 ,110.2 
,,,Total,,,37,48,"1,015.8 ","1,719.8 ","1,508.9 ",128.7 ,118.8 ,"1,288.5 ","5,477.3 "
FL,Miami-Dade Transit (MDT),,,,,,,,,,,,,
,,4034,B,AG,DO,18,29,"1,000.5 ","1,048.5 ","1,031.3 ",96.2 ,94.6 ,"6,229.3 ","6,391.5 "
,,4034,B,HR,DO,96,136,"7,189.9 ","7,865.7 ","7,701.2 ",336.2 ,310.2 ,"14,306.1 ","109,218.7 "
,,4034,B,MB,DO,506,957,"30,295.7 ","32,075.9 ","27,506.3 ","2,615.6 ","2,336.2 ","64,546.6 ","279,410.6 "
,,,Total,,,620,"1,122","38,486.0 ","40,990.1 ","36,238.8 ","3,047.9 ","2,741.0 ","85,082.0 ","395,020.8 "
FL,Okaloosa County Board of County Commissioners,,,,,,,,,,,,,
,,4128,B,DR,PT,39,44,0.0 ,"1,002.0 ",844.8 ,62.1 ,53.3 ,131.7 ,"1,007.5 "
,,4128,B,MB,PT,12,14,267.8 ,271.5 ,267.8 ,22.0 ,21.4 ,96.8 ,499.6 
,,,Total,,,51,58,267.8 ,"1,273.5 ","1,112.5 ",84.1 ,74.7 ,228.4 ,"1,507.1 "
FL,"Palm Tran, Inc. (PalmTran)",,,,,,,,,,,,,
,,4037,B,DR,PT,225,279,0.0 ,"6,332.0 ","5,448.1 ",460.0 ,423.4 ,450.3 ,"4,207.7 "
,,4037,B,MB,DO,106,128,"6,346.4 ","6,985.0 ","6,340.8 ",450.0 ,389.4 ,"7,092.6 ","44,664.0 "
,,4037,B,MB,PT,8,13,241.0 ,250.0 ,232.6 ,17.2 ,16.2 ,106.9 ,535.2 
,,,Total,,,339,420,"6,587.4 ","13,567.0 ","12,021.5 ",927.2 ,829.1 ,"7,649.9 ","49,406.9 "
FL,Pasco County Public Transportation (PCPT),,,,,,,,,,,,,
,,4074,B,DR,DO,19,27,0.0 ,422.3 ,329.3 ,22.6 ,18.1 ,72.0 ,633.6 
,,4074,B,DR,PT,24,27,0.0 ,509.9 ,507.4 ,25.8 ,25.5 ,52.6 ,584.9 
,,4074,B,MB,DO,14,27,643.3 ,714.7 ,641.5 ,39.6 ,35.7 ,463.4 ,"2,775.8 "
,,,Total,,,57,81,643.3 ,"1,646.9 ","1,478.2 ",88.1 ,79.4 ,588.0 ,"3,994.3 "
FL,Pinellas Suncoast Transit Authority (PSTA),,,,,,,,,,,,,
,,4027,B,DR,PT,86,133,0.0 ,"3,517.1 ","3,481.9 ",102.8 ,101.8 ,242.4 ,"2,444.7 "
,,4027,B,MB,DO,138,182,"7,297.2 ","8,392.9 ","7,657.6 ",552.0 ,523.0 ,"9,487.5 ","47,165.8 "
,,,Total,,,224,315,"7,297.2 ","11,910.0 ","11,139.5 ",654.8 ,624.8 ,"9,729.9 ","49,610.5 "
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),,,,,,,,,,,,,
,,4127,B,DR,DO,37,37,0.0 ,696.5 ,469.6 ,130.3 ,96.9 ,46.7 ,469.6 
,,4127,B,DR,PT,28,28,0.0 ,"1,295.6 ","1,161.2 ",74.4 ,65.7 ,69.4 ,"1,223.3 "
,,4127,B,MB,DO,11,11,383.0 ,413.9 ,383.0 ,21.4 ,19.7 ,50.3 ,383.0 
,,4127,B,MB,PT,8,8,370.4 ,410.9 ,370.4 ,24.3 ,22.2 ,281.8 ,370.4 
,,,Total,,,84,84,753.5 ,"2,816.9 ","2,384.3 ",250.5 ,204.4 ,448.3 ,"2,446.4 "
FL,Sarasota County Area Transit (SCAT),,,,,,,,,,,,,
,,4046,B,DR,DO,25,32,0.0 ,807.4 ,636.9 ,60.0 ,51.2 ,115.3 ,"1,013.5 "
,,4046,B,DR,PT,37,37,0.0 ,869.3 ,677.2 ,70.6 ,57.8 ,101.5 ,"1,498.9 "
,,4046,B,MB,DO,26,35,"1,612.3 ","1,728.2 ","1,618.0 ",109.1 ,101.9 ,"1,718.4 ","9,021.4 "
,,4046,B,VP,PT,3,3,0.0 ,17.9 ,17.9 ,0.5 ,0.5 ,1.8 ,17.9 
,,,Total,,,91,107,"1,612.3 ","3,422.8 ","2,950.0 ",240.2 ,211.4 ,"1,937.0 ","11,551.7 "
FL,South Florida Regional Transportation Authority (TRI-Rail),,,,,,,,,,,,,
,,4077,B,CR,PT,20,30,"2,057.6 ","2,158.3 ","2,057.6 ",60.5 ,56.5 ,"2,725.1 ","81,879.6 "
FL,Space Coast Area Transit (SCAT),,,,,,,,,,,,,
,,4063,B,DR,DO,32,40,0.0 ,887.7 ,740.4 ,51.3 ,41.4 ,186.8 ,"2,533.1 "
,,4063,B,DR,PT,76,85,0.0 ,"1,762.1 ","1,610.9 ",104.7 ,99.3 ,365.7 ,"8,294.8 "
,,4063,B,MB,DO,20,23,"1,052.8 ","1,145.9 ","1,061.6 ",55.1 ,51.1 ,618.9 ,"3,756.9 "
,,4063,B,VP,PT,33,42,0.0 ,992.6 ,992.6 ,18.5 ,18.5 ,125.0 ,"6,555.2 "
,,,Total,,,161,190,"1,052.8 ","4,788.3 ","4,405.6 ",229.7 ,210.3 ,"1,296.4 ","21,139.9 "
FL,SunTran,,,,,,,,,,,,,
,,4120,B,DR,PT,2,2,0.0 ,52.5 ,50.2 ,7.1 ,6.6 ,9.4 ,50.2 
,,4120,B,MB,PT,6,9,374.4 ,391.0 ,374.4 ,23.8 ,23.1 ,249.6 ,"1,274.1 "
,,,Total,,,8,11,374.4 ,443.5 ,424.6 ,30.9 ,29.7 ,259.0 ,"1,324.3 "
GA,Albany Transit System (ATS),,,,,,,,,,,,,
,,4021,A,DR,DO,4,5,0.0 ,178.3 ,170.1 ,14.4 ,13.2 ,31.0 ,139.4 
,,4021,A,MB,DO,7,11,534.7 ,539.8 ,534.7 ,33.1 ,32.0 ,667.9 ,"3,207.1 "
,,,Total,,,11,16,534.7 ,718.1 ,704.8 ,47.5 ,45.3 ,699.0 ,"3,346.5 "
GA,Athens Transit System (ATS),,,,,,,,,,,,,
,,4047,A,DR,DO,3,4,0.0 ,77.0 ,66.4 ,6.8 ,6.0 ,10.4 ,53.6 
,,4047,A,MB,DO,19,23,702.1 ,718.4 ,702.1 ,51.7 ,50.6 ,"1,423.9 ","4,712.7 "
,,,Total,,,22,27,702.1 ,795.5 ,768.5 ,58.6 ,56.6 ,"1,434.3 ","4,766.3 "
GA,Augusta Richmond County Transit Department (APT),,,,,,,,,,,,,
,,4023,A,DR,DO,6,10,0.0 ,106.0 ,97.1 ,11.2 ,10.9 ,17.0 ,71.8 
,,4023,A,MB,DO,16,23,675.6 ,696.7 ,674.8 ,55.6 ,54.5 ,946.0 ,"5,395.8 "
,,,Total,,,22,33,675.6 ,802.7 ,771.8 ,66.7 ,65.4 ,963.0 ,"5,467.6 "
GA,Chatham Area Transit Authority (CAT),,,,,,,,,,,,,
,,4025,B,DR,PT,16,16,0.0 ,470.6 ,447.0 ,37.3 ,35.2 ,70.9 ,541.0 
,,4025,B,FB,DO,2,2,1.4 ,1.3 ,1.3 ,0.9 ,0.9 ,56.5 ,191.2 
,,4025,B,MB,DO,47,59,"2,512.4 ","2,523.2 ","2,451.8 ",182.1 ,177.0 ,"3,606.4 ","12,189.8 "
,,,Total,,,65,77,"2,513.8 ","2,995.0 ","2,900.1 ",220.4 ,213.1 ,"3,733.9 ","12,921.9 "
GA,City of Canton Transit,,,,,,,,,,,,,
,,4142,A,MB,DO,4,4,62.5 ,67.5 ,62.5 ,4.3 ,4.0 ,18.6 ,119.8 
GA,City of Rome Transit Department (RTD),,,,,,,,,,,,,
,,4058,A,DR,DO,3,4,0.0 ,54.9 ,54.1 ,5.1 ,4.5 ,11.6 ,52.3 
,,4058,A,MB,DO,22,27,465.4 ,466.7 ,465.4 ,30.9 ,25.8 ,"1,091.6 ","7,554.2 "
,,,Total,,,25,31,465.4 ,521.6 ,519.4 ,36.0 ,30.3 ,"1,103.2 ","7,606.5 "
GA,Cobb County Department of Transportation Authority (CCT),,,,,,,,,,,,,
,,4078,B,DR,PT,12,15,0.0 ,556.5 ,426.3 ,41.8 ,33.1 ,59.8 ,662.6 
,,4078,B,MB,PT,50,60,"2,056.7 ","2,264.6 ","2,055.6 ",136.5 ,122.8 ,"3,087.9 ","27,514.6 "
,,,Total,,,62,75,"2,056.7 ","2,821.1 ","2,481.9 ",178.3 ,155.9 ,"3,147.7 ","28,177.2 "
GA,Douglas County Rideshare,,,,,,,,,,,,,
,,4082,A,VP,DO,22,31,0.0 ,326.8 ,300.2 ,9.1 ,8.1 ,57.1 ,"1,485.8 "
GA,Georgia Regional Transportation Authority (GRTA),,,,,,,,,,,,,
,,4135,B,MB,PT,52,62,"1,611.1 ","2,266.9 ","2,030.2 ",152.9 ,145.6 ,"1,757.3 ","2,120.4 "
,,4135,B,VP,DO,44,88,0.0 ,802.8 ,723.9 ,426.6 ,319.9 ,255.9 ,"2,189.8 "
,,4135,B,VP,PT,98,147,0.0 ,727.9 ,727.9 ,14.3 ,14.3 ,62.3 ,"3,977.9 "
,,,Total,,,194,297,"1,611.1 ","3,797.5 ","3,482.0 ",593.7 ,479.8 ,"2,075.5 ","8,288.2 "
GA,Gwinnett County Board of Commissioners,,,,,,,,,,,,,
,,4138,B,DR,PT,4,8,0.0 ,25.9 ,20.7 ,1.2 ,0.9 ,1.9 ,20.7 
,,4138,B,MB,PT,50,60,"2,168.3 ","2,611.8 ","2,190.3 ",126.3 ,119.1 ,913.4 ,"17,166.4 "
,,,Total,,,54,68,"2,168.3 ","2,637.7 ","2,211.0 ",127.5 ,120.0 ,915.4 ,"17,187.0 "
GA,Macon-Bibb County Transit Authority (MTA-MAC),,,,,,,,,,,,,
,,4130,A,MB,DO,19,34,"1,103.5 ","1,103.5 ","1,103.5 ",94.0 ,94.0 ,"1,188.9 ","6,517.7 "
GA,Metra Transit System (Metra),,,,,,,,,,,,,
,,4024,A,DR,DO,4,7,0.0 ,153.9 ,153.9 ,10.5 ,10.5 ,14.9 ,123.6 
,,4024,A,MB,DO,19,30,953.2 ,953.2 ,953.2 ,65.3 ,65.3 ,"1,133.1 ","3,855.2 "
,,,Total,,,23,37,953.2 ,"1,107.1 ","1,107.1 ",75.8 ,75.8 ,"1,148.1 ","3,978.8 "
GA,Metropolitan Atlanta Rapid Transit Authority (MARTA),,,,,,,,,,,,,
,,4022,A,DR,DO,90,94,0.0 ,"4,221.3 ","3,249.0 ",266.1 ,185.6 ,261.5 ,"2,677.9 "
,,4022,A,HR,DO,180,292,"22,838.3 ","23,509.8 ","22,706.6 ",895.9 ,863.4 ,"71,859.6 ","487,349.4 "
,,4022,A,MB,DO,555,691,"25,799.2 ","30,197.0 ","25,841.6 ","2,268.5 ","2,069.8 ","70,641.4 ","234,557.2 "
,,,Total,,,825,"1,077","48,637.5 ","57,928.1 ","51,797.2 ","3,430.5 ","3,118.7 ","142,762.4 ","724,584.4 "
HI,City and County of Honolulu Department of Transportation Services (DTS),,,,,,,,,,,,,
,,9002,B,DR,DO,108,154,0.0 ,"5,193.8 ","4,252.6 ",357.8 ,288.8 ,730.8 ,"9,329.4 "
,,9002,B,DR,PT,16,16,0.0 ,91.2 ,91.2 ,6.3 ,6.3 ,17.4 ,94.1 
,,9002,B,MB,DO,427,525,"18,383.7 ","21,482.5 ","18,331.6 ","1,474.4 ","1,349.6 ","69,100.6 ","302,238.9 "
,,,Total,,,551,695,"18,383.7 ","26,767.5 ","22,675.3 ","1,838.4 ","1,644.7 ","69,848.8 ","311,662.5 "
HI,"Honolulu - VPSI, Inc.",,,,,,,,,,,,,
,,9176,E,VP,DO,154,167,0.0 ,"2,602.9 ","2,602.9 ",90.9 ,90.9 ,349.4 ,"8,282.8 "
IA,Ames Transit Agency (CyRide),,,,,,,,,,,,,
,,7041,B,DR,DO,3,8,0.0 ,21.0 ,19.2 ,2.2 ,2.1 ,4.1 ,10.7 
,,7041,B,DR,PT,2,4,0.0 ,40.9 ,37.2 ,3.4 ,3.2 ,9.6 ,23.6 
,,7041,B,MB,DO,52,58,"1,031.4 ","1,088.1 ","1,040.1 ",100.1 ,95.9 ,"4,678.5 ","6,627.3 "
,,,Total,,,57,70,"1,031.4 ","1,150.0 ","1,096.5 ",105.7 ,101.2 ,"4,692.3 ","6,661.6 "
IA,Bettendorf Transit System,,,,,,,,,,,,,
,,7007,B,DR,PT,1,2,0.0 ,36.8 ,25.5 ,3.8 ,3.5 ,5.9 ,23.2 
,,7007,B,MB,DO,4,6,225.6 ,225.6 ,225.6 ,13.2 ,13.2 ,120.7 ,370.1 
,,7007,B,MB,PT,2,2,16.4 ,18.3 ,16.4 ,1.1 ,0.9 ,5.8 ,16.4 
,,,Total,,,7,10,242.0 ,280.6 ,267.5 ,18.1 ,17.7 ,132.3 ,409.7 
IA,City of Dubuque (KeyLine),,,,,,,,,,,,,
,,7011,B,DR,PT,10,15,0.0 ,182.2 ,181.6 ,15.4 ,15.4 ,57.0 ,181.6 
,,7011,B,MB,DO,8,12,342.0 ,344.6 ,342.0 ,23.4 ,23.4 ,468.4 ,"1,539.0 "
,,,Total,,,18,27,342.0 ,526.8 ,523.6 ,38.8 ,38.8 ,525.4 ,"1,720.6 "
IA,Davenport Public Transit,,,,,,,,,,,,,
,,7009,B,DR,PT,4,4,0.0 ,141.2 ,134.9 ,10.6 ,10.6 ,28.3 ,134.9 
,,7009,B,MB,DO,21,21,669.7 ,674.5 ,669.7 ,51.7 ,50.2 ,866.0 ,"3,077.2 "
,,,Total,,,25,25,669.7 ,815.7 ,804.6 ,62.4 ,60.8 ,894.3 ,"3,212.2 "
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),,,,,,,,,,,,,
,,7010,A,DR,DO,21,31,0.0 ,869.0 ,746.3 ,58.8 ,50.5 ,195.5 ,"1,678.6 "
,,7010,A,MB,DO,93,128,"2,116.8 ","2,465.5 ","2,129.2 ",182.1 ,158.6 ,"3,846.0 ","14,165.7 "
,,7010,A,VP,DO,65,74,0.0 ,"1,399.8 ","1,399.8 ",27.6 ,27.6 ,197.7 ,"8,112.6 "
,,,Total,,,179,233,"2,116.8 ","4,734.3 ","4,275.2 ",268.5 ,236.7 ,"4,239.2 ","23,956.8 "
IA,Five Seasons Transportation and Parking (FSTP),,,,,,,,,,,,,
,,7008,B,DR,PT,23,38,0.0 ,388.2 ,372.0 ,22.5 ,21.1 ,88.4 ,617.8 
,,7008,B,MB,DO,34,46,970.4 ,"1,008.2 ",969.8 ,77.6 ,75.7 ,"1,197.1 ","5,029.0 "
,,,Total,,,57,84,970.4 ,"1,396.4 ","1,341.8 ",100.0 ,96.8 ,"1,285.5 ","5,646.8 "
IA,Iowa City Transit,,,,,,,,,,,,,
,,7018,B,DR,PT,10,10,0.0 ,189.3 ,182.4 ,18.0 ,17.5 ,63.5 ,214.7 
,,7018,B,MB,DO,18,21,576.3 ,596.4 ,560.7 ,47.9 ,46.1 ,"1,481.5 ","2,614.2 "
,,,Total,,,28,31,576.3 ,785.6 ,743.1 ,65.9 ,63.6 ,"1,545.1 ","2,828.9 "
IA,Metropolitan Transit Authority of Black Hawk County,,,,,,,,,,,,,
,,7013,B,DR,DO,15,17,0.0 ,312.6 ,233.4 ,24.6 ,16.5 ,74.8 ,357.6 
,,7013,B,DR,PT,9,9,0.0 ,141.9 ,141.9 ,6.9 ,6.9 ,45.2 ,263.4 
,,7013,B,MB,DO,11,15,469.7 ,485.9 ,469.7 ,32.6 ,31.1 ,371.6 ,"1,951.1 "
,,,Total,,,35,41,469.7 ,940.4 ,845.0 ,64.1 ,54.5 ,491.6 ,"2,572.0 "
IA,Sioux City Transit System (SCTS),,,,,,,,,,,,,
,,7012,B,DR,PT,6,7,0.0 ,153.1 ,153.1 ,10.5 ,9.2 ,31.4 ,324.4 
,,7012,B,MB,DO,19,31,660.1 ,660.2 ,643.1 ,58.3 ,56.4 ,"1,200.4 ","4,095.6 "
,,,Total,,,25,38,660.1 ,813.3 ,796.2 ,68.8 ,65.6 ,"1,231.8 ","4,419.9 "
IA,University of Iowa (Cambus),,,,,,,,,,,,,
,,7019,A,DR,DO,3,4,0.0 ,60.2 ,59.3 ,10.0 ,9.8 ,10.5 ,27.5 
,,7019,A,MB,DO,22,28,682.7 ,690.9 ,681.4 ,62.8 ,61.5 ,"3,521.7 ","4,042.4 "
,,,Total,,,25,32,682.7 ,751.0 ,740.7 ,72.8 ,71.3 ,"3,532.2 ","4,069.9 "
ID,City of Pocatello - Pocatello Regional Transit (PRT),,,,,,,,,,,,,
,,0022,A,DR,DO,6,8,0.0 ,221.4 ,205.2 ,18.8 ,17.7 ,51.0 ,193.8 
,,0022,A,MB,DO,8,13,260.2 ,267.9 ,259.9 ,20.4 ,20.1 ,438.7 ,"2,148.4 "
,,,Total,,,14,21,260.2 ,489.4 ,465.1 ,39.2 ,37.8 ,489.7 ,"2,342.1 "
ID,ValleyRide (ValleyRide),,,,,,,,,,,,,
,,0011,A,DR,DO,7,8,0.0 ,222.3 ,190.2 ,16.2 ,14.7 ,33.9 ,190.2 
,,0011,A,DR,PT,1,1,0.0 ,8.4 ,3.6 ,0.6 ,0.3 ,0.8 ,3.6 
,,0011,A,MB,DO,30,49,983.9 ,"1,170.2 ",983.6 ,84.0 ,75.0 ,"1,114.9 ","3,712.6 "
,,0011,A,MB,PT,5,6,92.1 ,95.8 ,92.2 ,6.4 ,5.5 ,41.8 ,480.2 
,,,Total,,,43,64,"1,076.0 ","1,496.7 ","1,269.7 ",107.4 ,95.5 ,"1,191.4 ","4,386.7 "
IL,Bloomington-Normal Public Transit System (B-NPTS),,,,,,,,,,,,,
,,5047,A,DR,DO,4,5,0.0 ,107.3 ,107.0 ,7.6 ,7.2 ,22.4 ,110.4 
,,5047,A,MB,DO,16,20,716.2 ,736.4 ,716.2 ,56.3 ,54.8 ,695.0 ,"2,584.7 "
,,,Total,,,20,25,716.2 ,843.7 ,823.2 ,63.9 ,62.0 ,717.4 ,"2,695.1 "
IL,Champaign-Urbana Mass Transit District (C-U MTD),,,,,,,,,,,,,
,,5060,B,DR,DO,7,11,0.0 ,168.7 ,158.2 ,15.8 ,15.2 ,77.7 ,114.2 
,,5060,B,DR,PT,9,9,0.0 ,79.1 ,74.5 ,10.5 ,10.2 ,27.3 ,100.0 
,,5060,B,MB,DO,73,90,"2,375.5 ","2,643.8 ","2,538.5 ",223.7 ,217.8 ,"9,250.8 ","23,634.1 "
,,,Total,,,89,110,"2,375.5 ","2,891.6 ","2,771.1 ",249.9 ,243.1 ,"9,355.8 ","23,848.3 "
IL,Chicago Transit Authority (CTA),,,,,,,,,,,,,
,,5066,B,DR,PT,990,"1,299",0.0 ,"10,642.8 ","10,642.8 ","1,163.7 ","1,163.7 ","1,803.4 ","14,289.9 "
,,5066,B,HR,DO,"1,004","1,190","63,926.3 ","63,998.2 ","63,555.6 ","3,777.7 ","3,465.8 ","181,135.1 ","1,060,355.4 "
,,5066,B,MB,DO,"1,719","2,026","66,681.4 ","67,478.0 ","66,377.9 ","6,712.7 ","6,619.1 ","291,804.4 ","753,190.5 "
,,,Total,,,"3,713","4,515","130,607.8 ","142,119.0 ","140,576.3 ","11,654.1 ","11,248.6 ","474,742.9 ","1,827,835.8 "
IL,Decatur Public Transit System (DPTS),,,,,,,,,,,,,
,,5061,B,DR,DO,5,6,0.0 ,80.5 ,39.9 ,6.9 ,3.1 ,10.2 ,39.9 
,,5061,B,DR,PT,12,28,0.0 ,117.7 ,117.7 ,7.8 ,7.8 ,41.8 ,132.7 
,,5061,B,MB,DO,19,27,"1,044.3 ","1,071.2 ","1,044.3 ",68.4 ,66.3 ,869.8 ,"2,481.1 "
,,,Total,,,36,61,"1,044.3 ","1,269.4 ","1,201.9 ",83.2 ,77.3 ,921.8 ,"2,653.7 "
IL,Greater Peoria Mass Transit District (CityLink),,,,,,,,,,,,,
,,5056,B,DR,PT,19,22,0.0 ,631.8 ,549.6 ,45.3 ,39.8 ,128.3 ,"1,257.3 "
,,5056,B,MB,DO,43,51,"1,461.2 ","1,729.5 ","1,660.3 ",109.2 ,95.0 ,"1,689.9 ","10,088.5 "
,,,Total,,,62,73,"1,461.2 ","2,361.3 ","2,210.0 ",154.5 ,134.7 ,"1,818.1 ","11,345.8 "
IL,Madison County Transit District (MCT),,,,,,,,,,,,,
,,5146,B,DR,PT,36,38,0.0 ,"1,260.5 ","1,078.5 ",66.5 ,59.8 ,143.5 ,"1,332.6 "
,,5146,B,MB,PT,57,76,"2,577.1 ","3,322.5 ","2,577.0 ",164.9 ,141.6 ,"1,771.7 ","13,214.6 "
