State,Name,ID,Org / Type,Mode,TOS, VOMS,Service Supplied (in 000's),,,,,,Unlinked Passenger Trips,
,,4032,B,MB,PT,2,2,35.0 ,72.5 ,35.0 ,2.0 ,1.0 ,14.4 ,872.1 
,,4032,B,VP,DO,10,14,0.0 ,244.5 ,244.5 ,5.1 ,5.1 ,29.8 ,"1,430.6 "
,,,Total,,,127,163,"2,447.0 ","5,514.8 ","5,137.9 ",330.7 ,313.0 ,"3,303.9 ","21,794.4 "
FL,Escambia County Area Transit (ECAT),,,,,,,,,,,,,
,,4038,B,DR,PT,11,12,0.0 ,478.2 ,473.8 ,29.8 ,29.2 ,53.6 ,473.8 
,,4038,B,MB,DO,32,38,"1,359.1 ","1,476.6 ","1,461.9 ",110.0 ,109.0 ,"1,621.2 ","7,476.0 "
,,,Total,,,43,50,"1,359.1 ","1,954.7 ","1,935.7 ",139.9 ,138.2 ,"1,674.8 ","7,949.7 "
FL,Gainesville Regional Transit System (RTS),,,,,,,,,,,,,
,,4030,B,DR,PT,5,5,0.0 ,241.1 ,198.3 ,15.3 ,12.3 ,35.3 ,406.0 
,,4030,B,MB,DO,72,83,"2,214.7 ","2,332.7 ","2,147.3 ",200.0 ,189.0 ,"7,185.0 ","16,812.9 "
,,,Total,,,77,88,"2,214.7 ","2,573.8 ","2,345.5 ",215.2 ,201.3 ,"7,220.3 ","17,218.9 "
FL,Hillsborough Area Regional Transit Authority (HART),,,,,,,,,,,,,
,,4041,B,DR,DO,24,21,0.0 ,597.1 ,469.1 ,41.9 ,34.1 ,35.5 ,287.4 
,,4041,B,MB,DO,171,0,"6,597.8 ","7,446.0 ","6,591.2 ",569.4 ,531.8 ,"9,390.6 ","41,152.8 "
,,4041,B,VP,PT,12,13,0.0 ,192.9 ,175.9 ,5.1 ,4.7 ,24.9 ,740.4 
,,,Total,,,207,34,"6,597.8 ","8,235.9 ","7,236.2 ",616.4 ,570.5 ,"9,451.0 ","42,180.6 "
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",,,,,,,,,,,,,
,,4104,B,DR,DO,18,22,0.0 ,456.8 ,429.5 ,32.5 ,31.0 ,58.1 ,413.2 
,,4104,B,MB,DO,8,13,225.9 ,231.0 ,225.9 ,20.4 ,19.9 ,153.3 ,210.4 
,,,Total,,,26,35,225.9 ,687.8 ,655.5 ,52.9 ,50.9 ,211.3 ,623.5 
FL,Jacksonville Transportation Authority (JTA),,,,,,,,,,,,,
,,4040,A,AG,DO,6,8,270.1 ,270.2 ,268.7 ,20.6 ,20.3 ,732.0 ,255.6 
,,4040,A,DR,PT,105,131,0.0 ,"6,268.2 ","5,374.9 ",370.5 ,309.7 ,493.9 ,"6,505.4 "
,,4040,A,MB,DO,139,168,"8,069.5 ","9,061.7 ","8,026.8 ",536.0 ,505.1 ,"8,025.0 ","52,342.7 "
,,,Total,,,250,307,"8,339.6 ","15,600.1 ","13,670.4 ",927.1 ,835.1 ,"9,250.9 ","59,103.7 "
FL,Lakeland Area Mass Transit District Citrus Connection,,,,,,,,,,,,,
,,4031,A,DR,DO,15,15,0.0 ,555.5 ,505.9 ,41.8 ,38.7 ,126.8 ,"1,028.9 "
,,4031,A,MB,DO,25,25,"1,308.4 ","1,325.9 ","1,308.4 ",80.8 ,79.9 ,"1,487.0 ","5,551.7 "
,,,Total,,,40,40,"1,308.4 ","1,881.4 ","1,814.3 ",122.6 ,118.6 ,"1,613.8 ","6,580.5 "
FL,Lee County Transit (LeeTran),,,,,,,,,,,,,
,,4028,B,DR,PT,20,26,0.0 ,890.3 ,753.4 ,53.7 ,45.8 ,115.6 ,"1,310.1 "
,,4028,B,MB,DO,43,53,"2,902.4 ","3,208.3 ","3,018.3 ",195.8 ,186.3 ,"2,240.5 ","9,613.8 "
,,4028,B,VP,PT,3,6,0.0 ,56.2 ,56.2 ,1.9 ,1.9 ,11.8 ,329.7 
,,,Total,,,66,85,"2,902.4 ","4,154.7 ","3,827.8 ",251.3 ,234.0 ,"2,368.0 ","11,253.6 "
FL,Manatee County Area Transit (MCAT),,,,,,,,,,,,,
,,4026,A,DR,DO,19,30,0.0 ,496.3 ,456.8 ,35.7 ,33.3 ,92.8 ,"1,151.1 "
,,4026,A,DR,PT,21,21,0.0 ,498.0 ,458.9 ,35.8 ,34.7 ,29.5 ,195.0 
,,4026,A,MB,DO,15,18,820.4 ,886.2 ,820.4 ,59.3 ,56.2 ,947.8 ,"3,819.5 "
,,4026,A,VP,DO,2,2,0.0 ,31.3 ,31.3 ,0.9 ,0.9 ,2.4 ,98.8 
,,,Total,,,57,71,820.4 ,"1,911.7 ","1,767.3 ",131.6 ,125.2 ,"1,072.4 ","5,264.4 "
FL,Miami-Dade Transit (MDT),,,,,,,,,,,,,
,,4034,B,AG,DO,18,29,"1,000.7 ","1,028.2 ","1,011.3 ",94.3 ,92.8 ,"4,768.4 ","4,892.3 "
,,4034,B,HR,DO,90,136,"7,331.0 ","7,549.2 ","7,376.1 ",320.9 ,294.3 ,"13,753.6 ","107,822.5 "
,,4034,B,MB,DO,564,969,"27,422.5 ","30,559.2 ","26,294.1 ","2,287.0 ","2,091.3 ","63,369.4 ","273,614.0 "
,,,Total,,,672,"1,134","35,754.2 ","39,136.6 ","34,681.6 ","2,702.2 ","2,478.3 ","81,891.4 ","386,328.8 "
FL,Okaloosa County Board of County Commissioners,,,,,,,,,,,,,
,,4128,B,DR,PT,39,49,0.0 ,944.2 ,799.0 ,58.9 ,50.0 ,127.1 ,"1,000.2 "
,,4128,B,MB,PT,9,12,201.2 ,202.9 ,201.2 ,19.0 ,18.7 ,64.9 ,301.0 
,,,Total,,,48,61,201.2 ,"1,147.0 ","1,000.2 ",77.9 ,68.7 ,192.0 ,"1,301.2 "
FL,"Palm Tran, Inc. (PalmTran)",,,,,,,,,,,,,
,,4037,B,DR,PT,210,224,0.0 ,"5,795.3 ","4,974.0 ",430.4 ,389.8 ,396.4 ,"3,875.8 "
,,4037,B,MB,DO,106,121,"6,345.7 ","6,992.4 ","6,339.6 ",447.8 ,388.4 ,"6,306.3 ","38,531.6 "
,,4037,B,MB,PT,7,9,123.1 ,130.4 ,117.1 ,11.7 ,10.8 ,92.4 ,406.6 
,,,Total,,,323,354,"6,468.8 ","12,918.2 ","11,430.7 ",889.9 ,788.9 ,"6,795.0 ","42,814.0 "
FL,Pasco County Public Transportation (PCPT),,,,,,,,,,,,,
,,4074,B,DR,DO,19,28,0.0 ,411.4 ,319.1 ,23.6 ,18.4 ,70.5 ,564.9 
,,4074,B,DR,PT,22,25,0.0 ,412.5 ,408.9 ,21.6 ,21.3 ,43.1 ,455.5 
,,4074,B,MB,DO,14,26,653.8 ,714.9 ,645.1 ,39.9 ,35.9 ,376.3 ,"1,956.8 "
,,,Total,,,55,79,653.8 ,"1,538.8 ","1,373.0 ",85.1 ,75.6 ,490.0 ,"2,977.2 "
FL,Pinellas Suncoast Transit Authority (PSTA),,,,,,,,,,,,,
,,4027,B,DR,PT,93,119,0.0 ,"2,344.8 ","2,131.6 ",78.0 ,70.9 ,239.8 ,"2,131.6 "
,,4027,B,MB,DO,136,172,"7,576.5 ","8,340.6 ","7,572.3 ",546.4 ,516.2 ,"10,118.8 ","47,029.6 "
,,,Total,,,229,291,"7,576.5 ","10,685.3 ","9,704.0 ",624.5 ,587.2 ,"10,358.5 ","49,161.2 "
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),,,,,,,,,,,,,
,,4127,B,DR,DO,37,37,0.0 ,680.5 ,453.6 ,136.3 ,90.9 ,46.7 ,453.6 
,,4127,B,DR,PT,28,28,0.0 ,916.7 ,782.4 ,52.9 ,44.2 ,49.1 ,"1,140.6 "
,,4127,B,MB,DO,11,11,296.3 ,321.6 ,296.3 ,15.8 ,14.6 ,30.1 ,296.3 
,,4127,B,MB,PT,3,4,258.5 ,304.4 ,258.5 ,17.9 ,14.9 ,193.9 ,258.5 
,,,Total,,,79,80,554.8 ,"2,223.3 ","1,790.9 ",222.9 ,164.5 ,319.7 ,"2,149.0 "
FL,Sarasota County Area Transit (SCAT),,,,,,,,,,,,,
,,4046,B,DR,DO,32,32,0.0 ,771.1 ,633.7 ,52.9 ,45.2 ,75.5 ,815.5 
,,4046,B,DR,PT,36,36,0.0 ,857.1 ,711.0 ,66.2 ,53.5 ,88.9 ,"1,063.9 "
,,4046,B,MB,DO,29,47,"1,611.0 ","1,745.9 ","1,618.9 ",115.0 ,105.7 ,"1,557.8 ","10,520.5 "
,,,Total,,,97,115,"1,611.0 ","3,374.2 ","2,963.6 ",234.2 ,204.5 ,"1,722.2 ","12,400.0 "
FL,Space Coast Area Transit (SCAT),,,,,,,,,,,,,
,,4063,B,DR,DO,26,31,0.0 ,948.1 ,803.3 ,62.2 ,50.1 ,188.7 ,"2,372.1 "
,,4063,B,DR,PT,75,84,0.0 ,"1,790.1 ","1,634.6 ",112.6 ,106.2 ,374.5 ,"8,759.4 "
,,4063,B,MB,DO,17,22,830.2 ,891.4 ,830.2 ,49.8 ,46.5 ,446.4 ,"2,710.4 "
,,4063,B,VP,PT,32,36,0.0 ,999.1 ,999.1 ,18.0 ,18.0 ,126.0 ,"6,591.7 "
,,,Total,,,150,173,830.2 ,"4,628.8 ","4,267.2 ",242.6 ,220.9 ,"1,135.5 ","20,433.7 "
FL,SunTran,,,,,,,,,,,,,
,,4120,B,DR,PT,2,2,0.0 ,54.1 ,51.9 ,7.1 ,6.6 ,10.1 ,51.8 
,,4120,B,MB,PT,5,9,320.8 ,342.9 ,320.8 ,20.1 ,19.4 ,204.5 ,"1,028.5 "
,,,Total,,,7,11,320.8 ,397.0 ,372.7 ,27.2 ,26.0 ,214.5 ,"1,080.2 "
FL,Tri-County Commuter Rail (TRI-Rail),,,,,,,,,,,,,
,,4077,A,CR,PT,20,30,"1,984.0 ","2,063.6 ","1,980.9 ",58.6 ,55.6 ,"2,530.3 ","76,014.9 "
GA,Albany Transit System,,,,,,,,,,,,,
,,4021,A,DR,DO,4,12,0.0 ,185.4 ,178.9 ,15.4 ,14.3 ,30.9 ,132.4 
,,4021,A,MB,DO,8,13,508.3 ,513.2 ,508.1 ,40.2 ,37.0 ,613.6 ,"2,511.5 "
,,,Total,,,12,25,508.3 ,698.5 ,687.0 ,55.6 ,51.4 ,644.5 ,"2,643.9 "
GA,Athens Transit System (ATS),,,,,,,,,,,,,
,,4047,A,DR,DO,3,4,0.0 ,85.3 ,69.9 ,7.7 ,6.6 ,11.5 ,56.0 
,,4047,A,MB,DO,19,23,650.1 ,671.4 ,650.1 ,48.1 ,47.4 ,787.1 ,"1,621.4 "
,,,Total,,,22,27,650.1 ,756.7 ,720.0 ,55.7 ,53.9 ,798.6 ,"1,677.5 "
GA,Augusta Richmond County Transit Department (APT),,,,,,,,,,,,,
,,4023,A,DR,DO,6,6,0.0 ,97.8 ,71.4 ,7.7 ,4.3 ,16.8 ,50.1 
,,4023,A,MB,DO,23,23,673.2 ,738.0 ,670.1 ,55.1 ,54.0 ,"1,050.7 ","3,236.2 "
,,,Total,,,29,29,673.2 ,835.8 ,741.6 ,62.8 ,58.4 ,"1,067.6 ","3,286.3 "
GA,Chatham Area Transit Authority (CAT),,,,,,,,,,,,,
,,4025,B,DR,PT,16,16,0.0 ,421.2 ,400.3 ,38.9 ,36.7 ,71.9 ,551.9 
,,4025,B,MB,DO,52,61,"2,467.7 ","2,547.0 ","2,475.0 ",184.8 ,179.6 ,"3,724.4 ","12,596.0 "
,,,Total,,,68,77,"2,467.7 ","2,968.2 ","2,875.3 ",223.7 ,216.3 ,"3,796.3 ","13,147.9 "
GA,City of Rome Transit Department (RTD),,,,,,,,,,,,,
,,4058,A,DR,DO,2,3,0.0 ,36.0 ,35.2 ,4.8 ,4.1 ,7.7 ,33.4 
,,4058,A,MB,DO,22,27,465.6 ,466.9 ,465.6 ,30.6 ,24.2 ,920.0 ,"3,442.5 "
,,,Total,,,24,30,465.6 ,502.9 ,500.8 ,35.4 ,28.3 ,927.7 ,"3,475.9 "
GA,Cobb County Department of Transportation Authority (CCT),,,,,,,,,,,,,
,,4078,B,DR,PT,12,18,0.0 ,548.0 ,451.4 ,38.5 ,31.4 ,59.6 ,616.1 
,,4078,B,MB,PT,44,68,"2,028.7 ","2,237.2 ","2,026.4 ",134.6 ,121.7 ,"2,851.3 ","25,400.8 "
,,,Total,,,56,86,"2,028.7 ","2,785.2 ","2,477.8 ",173.1 ,153.1 ,"2,910.9 ","26,016.9 "
GA,Department of Transportation (Metra),,,,,,,,,,,,,
,,4024,A,DR,DO,4,7,0.0 ,152.0 ,152.0 ,11.6 ,11.6 ,14.4 ,118.5 
,,4024,A,MB,DO,18,30,936.1 ,936.1 ,936.1 ,64.7 ,64.7 ,"1,066.4 ","3,723.3 "
,,,Total,,,22,37,936.1 ,"1,088.1 ","1,088.1 ",76.3 ,76.3 ,"1,080.8 ","3,841.8 "
GA,Douglas County Rideshare,,,,,,,,,,,,,
,,4082,A,VP,DO,30,30,0.0 ,274.6 ,269.3 ,7.2 ,7.1 ,52.9 ,"1,417.5 "
GA,Georgia Regional Transportation Authority (GRTA),,,,,,,,,,,,,
,,4135,B,MB,PT,50,42,32.5 ,629.2 ,"2,698.1 ",35.9 ,32.5 ,"2,666.6 ","3,552.3 "
,,4135,B,VP,PT,124,129,0.0 ,"1,996.7 ","1,996.7 ",48.4 ,48.4 ,379.7 ,0.0 
,,,Total,,,174,171,32.5 ,"2,625.9 ","4,694.8 ",84.2 ,80.9 ,"3,046.3 ","3,552.3 "
GA,Gwinnett County Board of Commissioners,,,,,,,,,,,,,
,,4138,B,MB,PT,20,20,356.1 ,834.9 ,506.0 ,26.7 ,24.1 ,298.1 ,"8,534.3 "
GA,Macon-Bibb County Transit Authority (MTA-MAC),,,,,,,,,,,,,
,,4130,A,MB,DO,19,34,"1,121.8 ","1,121.8 ","1,121.8 ",88.1 ,88.1 ,"1,447.5 ","6,582.9 "
GA,Metropolitan Atlanta Rapid Transit Authority (MARTA),,,,,,,,,,,,,
,,4022,A,DR,DO,77,94,0.0 ,"3,306.5 ","2,611.9 ",201.5 ,147.7 ,212.4 ,"2,277.6 "
,,4022,A,HR,DO,186,252,"23,916.5 ","24,221.2 ","23,552.2 ",919.6 ,896.2 ,"82,339.5 ","510,361.6 "
,,4022,A,MB,DO,590,712,"26,760.2 ","31,310.2 ","26,817.9 ","2,361.3 ","2,150.3 ","76,805.8 ","304,108.8 "
,,,Total,,,853,"1,058","50,676.7 ","58,837.9 ","52,981.9 ","3,482.4 ","3,194.3 ","159,357.7 ","816,748.0 "
HI,City and County of Honolulu Department of Transportation Services (The Bus),,,,,,,,,,,,,
,,9002,B,DR,DO,105,124,0.0 ,"5,182.5 ","4,232.6 ",350.5 ,280.7 ,711.0 ,"9,617.3 "
,,9002,B,DR,PT,19,19,0.0 ,141.1 ,141.1 ,9.6 ,9.6 ,24.8 ,151.0 
,,9002,B,MB,DO,427,525,"18,736.1 ","21,800.4 ","18,674.3 ","1,473.9 ","1,350.6 ","73,524.5 ","313,831.3 "
,,,Total,,,551,668,"18,736.1 ","27,124.0 ","23,048.0 ","1,833.9 ","1,640.9 ","74,260.2 ","323,599.6 "
HI,"Honolulu - VPSI, Inc.",,,,,,,,,,,,,
,,9176,E,VP,DO,152,154,0.0 ,"2,245.8 ","2,245.8 ",80.7 ,80.7 ,400.4 ,"9,069.5 "
IA,Ames Transit Agency (CyRide),,,,,,,,,,,,,
,,7041,A,DR,DO,3,9,0.0 ,73.0 ,66.1 ,7.4 ,7.0 ,13.9 ,0.0 
,,7041,A,MB,DO,43,56,897.5 ,956.9 ,908.9 ,89.5 ,82.5 ,"3,404.2 ",0.0 
,,,Total,,,46,65,897.5 ,"1,029.9 ",975.1 ,96.9 ,89.5 ,"3,418.1 ",0.0 
IA,Bettendorf Transit System,,,,,,,,,,,,,
,,7007,B,DR,PT,1,2,0.0 ,37.6 ,26.4 ,3.8 ,3.5 ,5.9 ,24.2 
,,7007,B,MB,DO,4,6,228.9 ,228.9 ,228.9 ,13.1 ,13.1 ,134.8 ,413.9 
,,7007,B,MB,PT,2,2,16.8 ,18.6 ,16.8 ,1.0 ,0.9 ,6.3 ,16.8 
,,,Total,,,7,10,245.7 ,285.1 ,272.1 ,17.9 ,17.5 ,147.0 ,454.8 
IA,City of Dubuque (KeyLine),,,,,,,,,,,,,
,,7011,B,DR,PT,6,10,0.0 ,158.1 ,157.9 ,14.2 ,14.2 ,48.9 ,157.9 
,,7011,B,MB,DO,8,14,222.0 ,222.0 ,221.1 ,22.4 ,22.3 ,409.1 ,"1,329.7 "
,,,Total,,,14,24,222.0 ,380.1 ,379.0 ,36.6 ,36.5 ,458.0 ,"1,487.6 "
IA,Davenport Public Transit,,,,,,,,,,,,,
,,7009,B,DR,PT,4,4,0.0 ,140.6 ,134.9 ,11.2 ,10.6 ,30.2 ,148.9 
,,7009,B,MB,DO,16,19,674.5 ,849.6 ,806.8 ,54.2 ,51.7 ,928.4 ,"3,077.2 "
,,,Total,,,20,23,674.5 ,990.2 ,941.7 ,65.4 ,62.4 ,958.6 ,"3,226.1 "
IA,Des Moines Metropolitan Transit Authority (Des Moines MTA),,,,,,,,,,,,,
,,7010,A,DR,DO,22,39,0.0 ,911.1 ,793.3 ,58.2 ,50.5 ,195.3 ,"1,670.0 "
,,7010,A,MB,DO,86,121,"2,006.5 ","2,325.6 ","2,006.5 ",175.3 ,149.2 ,"3,864.1 ","14,261.8 "
,,7010,A,VP,DO,67,88,0.0 ,"1,368.6 ","1,368.6 ",31.0 ,31.0 ,206.8 ,"8,909.1 "
,,,Total,,,175,248,"2,006.5 ","4,605.2 ","4,168.4 ",264.6 ,230.7 ,"4,266.1 ","24,840.8 "
IA,Five Seasons Transportation & Parking (FSTP),,,,,,,,,,,,,
,,7008,B,DR,PT,26,40,0.0 ,345.0 ,329.3 ,20.3 ,19.0 ,77.0 ,492.5 
,,7008,B,MB,DO,37,46,974.7 ,"1,011.7 ",974.0 ,77.8 ,75.6 ,"1,109.2 ","4,326.0 "
,,,Total,,,63,86,974.7 ,"1,356.7 ","1,303.3 ",98.1 ,94.6 ,"1,186.2 ","4,818.5 "
IA,Iowa City Transit,,,,,,,,,,,,,
,,7018,D,DR,PT,10,10,0.0 ,196.1 ,187.1 ,20.6 ,20.0 ,67.6 ,243.5 
,,7018,D,MB,DO,18,21,576.1 ,597.0 ,560.1 ,47.1 ,45.3 ,"1,381.5 ","2,632.7 "
,,,Total,,,28,31,576.1 ,793.1 ,747.2 ,67.7 ,65.3 ,"1,449.1 ","2,876.2 "
IA,Metropolitan Transit Authority of Black Hawk County,,,,,,,,,,,,,
,,7013,B,DR,DO,15,17,0.0 ,357.9 ,211.4 ,26.7 ,15.4 ,84.8 ,411.2 
,,7013,B,DR,PT,11,11,0.0 ,149.7 ,149.7 ,7.7 ,7.7 ,47.9 ,279.2 
,,7013,B,MB,DO,11,15,459.5 ,471.7 ,459.5 ,32.7 ,31.5 ,359.4 ,"1,887.2 "
,,,Total,,,37,43,459.5 ,979.4 ,820.6 ,67.0 ,54.6 ,492.1 ,"2,577.7 "
IA,Sioux City Transit System (SCTS),,,,,,,,,,,,,
,,7012,B,DR,PT,7,9,0.0 ,177.2 ,177.2 ,9.5 ,10.7 ,28.6 ,324.0 
,,7012,B,MB,DO,19,32,56.6 ,731.7 ,665.9 ,58.9 ,56.6 ,"1,224.0 ","4,161.5 "
,,,Total,,,26,41,56.6 ,908.9 ,843.0 ,68.4 ,67.4 ,"1,252.6 ","4,485.5 "
IA,University of Iowa (CamBus),,,,,,,,,,,,,
,,7019,A,DR,DO,3,4,0.0 ,57.3 ,55.8 ,9.6 ,9.4 ,10.2 ,26.9 
,,7019,A,MB,DO,19,23,625.8 ,632.7 ,624.8 ,59.4 ,58.5 ,"3,342.9 ","3,776.2 "
,,,Total,,,22,27,625.8 ,690.1 ,680.6 ,69.0 ,67.9 ,"3,353.1 ","3,803.1 "
ID,City of Pocatello - Pocatello Regional Transit (PRT),,,,,,,,,,,,,
,,0022,A,DR,DO,6,8,0.0 ,183.3 ,170.3 ,15.5 ,14.7 ,45.9 ,147.3 
,,0022,A,MB,DO,8,13,270.5 ,278.0 ,270.2 ,21.2 ,20.9 ,404.1 ,"2,010.3 "
,,,Total,,,14,21,270.5 ,461.3 ,440.6 ,36.8 ,35.6 ,450.0 ,"2,157.6 "
ID,Targhee Regional Public Transit Authority (TRPTA),,,,,,,,,,,,,
,,0042,B,DR,PT,13,13,0.0 ,159.1 ,159.1 ,15.0 ,15.0 ,57.6 ,0.0 
,,0042,B,MB,DO,3,5,24.4 ,27.8 ,24.4 ,2.3 ,2.1 ,2.2 ,0.0 
,,0042,B,MB,PT,4,4,76.0 ,76.0 ,76.0 ,6.3 ,6.3 ,8.7 ,0.0 
,,,Total,,,20,22,100.4 ,262.9 ,259.5 ,23.6 ,23.4 ,68.5 ,0.0 
ID,ValleyRide (ValleyRide),,,,,,,,,,,,,
,,0011,A,DR,DO,7,8,0.0 ,205.7 ,175.1 ,15.2 ,13.4 ,31.1 ,175.1 
,,0011,A,MB,DO,30,49,957.9 ,"1,138.2 ",958.0 ,82.7 ,73.6 ,"1,128.7 ","5,079.0 "
,,,Total,,,37,57,957.9 ,"1,343.8 ","1,133.1 ",97.9 ,86.9 ,"1,159.7 ","5,254.1 "
IL,Bloomington-Normal Public Transit System (B-NPTS),,,,,,,,,,,,,
,,5047,A,DR,DO,4,5,0.0 ,112.1 ,111.8 ,8.2 ,7.9 ,22.3 ,109.7 
,,5047,A,MB,DO,15,20,668.1 ,696.2 ,668.1 ,56.5 ,54.0 ,812.7 ,"2,580.2 "
,,,Total,,,19,25,668.1 ,808.3 ,780.0 ,64.7 ,61.9 ,835.0 ,"2,690.0 "
IL,Champaign-Urbana Mass Transit District (C-U MTD),,,,,,,,,,,,,
,,5060,B,DR,DO,7,9,0.0 ,162.7 ,152.5 ,15.4 ,14.7 ,48.3 ,70.1 
,,5060,B,DR,PT,9,9,0.0 ,76.7 ,72.3 ,11.2 ,10.9 ,36.3 ,130.5 
,,5060,B,MB,DO,73,90,"2,346.2 ","2,678.7 ","2,574.7 ",225.0 ,219.2 ,"8,999.7 ","24,642.3 "
,,,Total,,,89,108,"2,346.2 ","2,918.0 ","2,799.5 ",251.6 ,244.8 ,"9,084.3 ","24,842.8 "
IL,Chicago Transit Authority (CTA),,,,,,,,,,,,,
,,5066,B,DR,PT,679,879,0.0 ,"8,966.6 ","8,966.6 ","1,018.1 ","1,018.1 ","1,530.4 ","12,145.2 "
,,5066,B,HR,DO,988,"1,190","61,891.6 ","61,815.1 ","61,532.7 ","3,759.3 ","3,395.7 ","180,399.6 ","995,621.0 "
,,5066,B,MB,DO,"1,695","2,013","66,432.6 ","66,913.4 ","65,901.1 ","6,662.2 ","6,576.3 ","303,295.0 ","807,540.4 "
,,,Total,,,"3,362","4,082","128,324.2 ","137,695.1 ","136,400.3 ","11,439.6 ","10,990.1 ","485,225.0 ","1,815,306.6 "
IL,Decatur Public Transit System (DPTS),,,,,,,,,,,,,
,,5061,B,DR,DO,3,4,0.0 ,64.7 ,29.3 ,5.5 ,2.4 ,7.1 ,30.0 
,,5061,B,DR,PT,12,28,0.0 ,137.1 ,131.3 ,9.4 ,8.9 ,48.5 ,148.0 
,,5061,B,MB,DO,20,27,818.2 ,831.6 ,801.2 ,52.1 ,50.9 ,814.4 ,"2,318.7 "
,,,Total,,,35,59,818.2 ,"1,033.5 ",961.8 ,67.0 ,62.1 ,870.1 ,"2,496.7 "
IL,Greater Peoria Mass Transit District (CityLink),,,,,,,,,,,,,
,,5056,,DR,PT,18,23,0.0 ,542.0 ,466.1 ,37.6 ,32.3 ,17.9 ,65.4 
,,5056,,MB,DO,43,57,"1,473.6 ","1,661.8 ","1,473.6 ",119.7 ,88.0 ,"1,878.9 ","14,805.6 "
,,,Total,,,61,80,"1,473.6 ","2,203.7 ","1,939.7 ",157.3 ,120.3 ,"1,896.8 ","14,870.9 "
IL,Madison County Transit District (MCT),,,,,,,,,,,,,
,,5146,B,DR,PT,33,41,0.0 ,"1,275.7 ","1,102.4 ",69.5 ,62.5 ,140.8 ,"1,193.1 "
,,5146,B,MB,PT,59,76,"2,639.2 ","3,282.3 ","2,639.2 ",171.2 ,148.9 ,"1,812.9 ","13,890.0 "
,,5146,B,VP,PT,45,55,0.0 ,"1,059.2 ","1,059.2 ",26.0 ,26.0 ,154.9 ,"6,430.9 "
,,,Total,,,137,172,"2,639.2 ","5,617.2 ","4,800.9 ",266.7 ,237.4 ,"2,108.6 ","21,514.0 "
IL,Northeast Illinois Regional Commuter Railroad Corporation (Metra),,,,,,,,,,,,,
,,5118,A,CR,DO,987,"1,081","36,471.2 ","39,697.3 ","37,604.8 ","1,248.9 ","1,198.1 ","69,609.8 ","1,534,309.4 "
IL,Pace - Suburban Bus Division (PACE),,,,,,,,,,,,,
,,5113,B,DR,DO,5,5,0.0 ,129.9 ,109.5 ,7.1 ,6.1 ,36.7 ,227.4 
,,5113,B,DR,PT,316,366,0.0 ,"8,294.8 ","7,078.4 ",586.8 ,505.4 ,"1,400.8 ","8,690.8 "
,,5113,B,MB,DO,476,572,"18,116.1 ","22,133.4 ","18,116.1 ","1,451.8 ","1,250.4 ","29,183.4 ","189,254.3 "
,,5113,B,MB,PT,130,165,"2,644.3 ","3,177.1 ","2,644.3 ",209.2 ,183.2 ,"3,085.1 ","17,116.1 "
,,5113,B,VP,DO,453,518,0.0 ,"7,065.4 ","6,409.6 ",246.1 ,215.9 ,"1,192.9 ","28,851.7 "
,,,Total,,,"1,380","1,626","20,760.4 ","40,800.7 ","34,357.9 ","2,501.1 ","2,161.0 ","34,898.9 ","244,140.3 "
IL,Rock Island County Metropolitan Mass Transit District (MetroLink),,,,,,,,,,,,,
,,5057,A,DR,DO,3,69,0.0 ,14.5 ,12.9 ,1.2 ,1.1 ,1.6 ,7.6 
,,5057,A,DR,PT,6,6,0.0 ,220.1 ,173.3 ,10.5 ,8.5 ,15.1 ,205.3 
,,5057,A,MB,DO,55,69,"2,210.9 ","2,209.5 ","2,076.1 ",166.0 ,156.6 ,"2,372.6 ","8,880.6 "
,,5057,A,MB,PT,2,2,216.5 ,221.4 ,216.2 ,6.9 ,6.7 ,1.5 ,110.2 
,,5057,A,VP,DO,4,10,0.0 ,31.4 ,31.0 ,1.5 ,1.0 ,4.2 ,249.2 
,,,Total,,,70,156,"2,427.4 ","2,697.0 ","2,509.5 ",186.0 ,173.9 ,"2,394.9 ","9,453.0 "
IL,Rockford Mass Transit District (RMTD),,,,,,,,,,,,,
,,5058,A,DR,DO,16,25,0.0 ,341.9 ,294.7 ,26.8 ,20.8 ,71.0 ,639.2 
,,5058,A,DR,PT,2,2,0.0 ,2.8 ,2.8 ,0.6 ,0.6 ,4.5 ,20.3 
,,5058,A,MB,DO,28,39,"1,216.8 ","1,235.1 ","1,235.1 ",92.1 ,92.1 ,"1,521.5 ","5,918.5 "
,,,Total,,,46,66,"1,216.8 ","1,579.9 ","1,532.6 ",119.5 ,113.5 ,"1,597.0 ","6,578.0 "
IL,Springfield Mass Transit District,,,,,,,,,,,,,
,,5059,A,DR,DO,15,16,0.0 ,311.1 ,280.1 ,24.1 ,21.7 ,55.3 ,274.5 
,,5059,A,MB,DO,45,45,"1,153.3 ","1,240.1 ","1,153.3 ",96.4 ,90.0 ,"1,653.3 ","5,013.4 "
,,,Total,,,60,61,"1,153.3 ","1,551.2 ","1,433.4 ",120.5 ,111.7 ,"1,708.7 ","5,287.9 "
IN,Bloomington Public Transportation Corporation (BT),,,,,,,,,,,,,
,,5110,B,DR,PT,6,6,0.0 ,188.3 ,103.6 ,17.7 ,9.7 ,29.8 ,93.9 
