State,Name,ID,Org Type,Mode,TOS, VOMS,Service Supplied (in Thousands),,,,,,,,,,,,Unlinked Passenger Trips,,,
,,,,Total,,19,24,,529.3 ,,772.6 ,,768.3 ,,55.6 ,,56.2 ,,"1,049.5 ",,"3,269.3 ",
CO,Transfort,,,,,,,,,,,,,,,,,,,,,
,,8011,B,DR,DO,13,15,,0.0 ,,315.4 ,,279.6 ,,28.1 ,,24.7 ,,69.2 ,,295.0 ,
,,8011,B,DR,PT,6,6,,0.0 ,,124.9 ,,111.9 ,,9.5 ,,8.3 ,,13.1 ,,80.1 ,
,,8011,B,MB,DO,18,23,,702.7 ,,761.5 ,,703.1 ,,61.2 ,,58.5 ,,"1,418.1 ",,"3,684.4 ",
,,,,Total,,37,44,,702.7 ,,"1,201.8 ",,"1,094.6 ",,98.7 ,,91.5 ,,"1,500.4 ",,"4,059.5 ",
CT,Connecticut Department of Transportation (CDOT),,,,,,,,,,,,,,,,,,,,,
,,1102,C,CR,PT,22,31,,565.7 ,,825.1 ,,565.3 ,,17.4 ,,12.3 ,,398.9 ,,"8,058.0 ",
,,1102,C,MB,PT,11,12,,183.0 ,,340.0 ,,183.0 ,,17.2 ,Q,7.7 ,Q,197.4 ,,"2,956.9 ",
,,,,Total,,33,43,,748.7 ,,"1,165.1 ",,748.3 ,,34.5 ,,20.0 ,,596.3 ,,"11,014.9 ",
CT,Connecticut Transit - Hartford Division (CTTransit),,,,,,,,,,,,,,,,,,,,,
,,1048,D,MB,DO,183,232,,"6,194.4 ",,"6,896.4 ",,"6,183.3 ",,512.8 ,,463.9 ,,"12,789.6 ",,"47,817.1 ",
CT,Connecticut Transit - New Haven Division (CTTransit),,,,,,,,,,,,,,,,,,,,,
,,1055,D,MB,DO,83,108,,"3,099.8 ",,"3,325.2 ",,"3,094.9 ",,289.4 ,,271.0 ,,"7,710.8 ",,"26,360.2 ",
CT,Connecticut Transit - Stamford Division (CTTransit),,,,,,,,,,,,,,,,,,,,,
,,1056,D,MB,DO,38,55,,"1,231.2 ",,"1,276.2 ",,"1,230.5 ",,112.1 ,,107.5 ,,"3,028.4 ",,"11,012.8 ",
CT,Greater Bridgeport Transit Authority (GBTA),,,,,,,,,,,,,,,,,,,,,
,,1050,B,DR,PT,17,20,,0.0 ,,437.7 ,,324.3 ,,29.1 ,,21.4 ,,74.2 ,,409.4 ,
,,1050,B,MB,DO,44,58,,"2,062.6 ",,"2,151.7 ",,"2,067.7 ",,173.0 ,,166.3 ,,"4,502.5 ",,"11,166.1 ",
,,,,Total,,61,78,,"2,062.6 ",,"2,589.3 ",,"2,392.0 ",,202.1 ,,187.7 ,,"4,576.6 ",,"11,575.4 ",
CT,Greater Hartford Ridesharing Corporation - The Rideshare Company (The Rideshare Company),,,,,,,,,,,,,,,,,,,,,
,,1108,A,VP,DO,285,338,,0.0 ,,"5,139.9 ",Q,"5,139.9 ",Q,124.1 ,Q,124.1 ,Q,"1,071.6 ",Q,0.0 ,W
CT,Greater Hartford Transit District (GHTD),,,,,,,,,,,,,,,,,,,,,
,,1017,B,DR,PT,85,151,,0.0 ,,"2,674.5 ",Q,"2,540.7 ",,249.8 ,,237.3 ,,491.0 ,,"3,376.5 ",
CT,Housatonic Area Regional Transit (HART),,,,,,,,,,,,,,,,,,,,,
,,1051,A,DR,DO,15,34,,0.0 ,,411.6 ,,402.9 ,,28.7 ,,26.4 ,,62.8 ,,401.7 ,
,,1051,A,MB,DO,22,28,,908.3 ,,995.5 ,,882.4 ,,63.6 ,,58.2 ,,834.4 ,,"4,755.9 ",
,,,,Total,,37,62,,908.3 ,,"1,407.1 ",,"1,285.3 ",,92.3 ,,84.6 ,,897.1 ,,"5,157.6 ",
CT,Middletown Transit District (MTD),,,,,,,,,,,,,,,,,,,,,
,,1063,B,DR,PT,7,14,,0.0 ,,156.0 ,,140.6 ,,14.8 ,,13.0 ,,28.2 ,,127.5 ,
,,1063,B,MB,PT,8,13,,446.6 ,,460.8 ,Q,447.3 ,Q,29.8 ,Q,26.0 ,Q,331.4 ,,"1,511.4 ",
,,,,Total,,15,27,,446.6 ,,616.8 ,,587.9 ,,44.6 ,,39.0 ,,359.6 ,,"1,638.8 ",
CT,Milford Transit District (MTD),,,,,,,,,,,,,,,,,,,,,
,,1107,A,DR,DO,15,18,,0.0 ,,386.7 ,,355.3 ,,29.9 ,,26.5 ,,67.0 ,,329.5 ,
,,1107,A,MB,DO,6,9,,279.6 ,,285.7 ,,279.2 ,,22.2 ,,21.3 ,,306.0 ,,"1,201.0 ",
,,,,Total,,21,27,,279.6 ,,672.4 ,,634.5 ,,52.2 ,,47.8 ,,373.1 ,,"1,530.4 ",
CT,"New Britain Transportation Company, Inc.",,,,,,,,,,,,,,,,,,,,,
,,1047,D,MB,DO,9,12,,528.9 ,,587.4 ,,528.9 ,,36.1 ,,32.6 ,,538.8 ,,"2,100.9 ",Q
CT,"New Britain Transportation Company, Inc.",,,,,,,,,,,,,,,,,,,,,
,,1052,D,MB,DO,3,3,,73.4 ,,80.5 ,,73.4 ,,6.0 ,,5.0 ,,46.2 ,,210.0 ,Q
CT,"Northeast Transportation Company, Inc.",,,,,,,,,,,,,,,,,,,,,
,,1095,D,DR,DO,25,28,,0.0 ,,758.9 ,,605.9 ,,46.6 ,,40.8 ,,95.7 ,,724.2 ,
,,1095,D,MB,DO,31,39,,813.9 ,,931.1 ,,813.5 ,,78.9 ,,72.4 ,,"1,798.8 ",,"3,441.1 ",
,,,,Total,,56,67,,813.9 ,,"1,690.0 ",,"1,419.5 ",,125.5 ,,113.2 ,,"1,894.5 ",,"4,165.3 ",
CT,Norwalk Transit District,,,,,,,,,,,,,,,,,,,,,
,,1057,B,DR,DO,24,24,,0.0 ,,258.8 ,,155.2 ,,27.8 ,,16.7 ,,43.3 ,,219.2 ,
,,1057,B,DR,PT,20,20,,0.0 ,,349.9 ,,157.6 ,,29.9 ,,14.0 ,,43.8 ,,214.2 ,
,,1057,B,MB,DO,34,52,,"1,026.7 ",,"1,110.7 ",,"1,025.4 ",,90.0 ,,83.2 ,,"1,638.3 ",,"6,304.8 ",
,,1057,B,MB,PT,3,3,,27.1 ,,37.7 ,,27.1 ,,3.8 ,,3.3 ,,52.4 ,,197.3 ,
,,,,Total,,81,99,,"1,053.8 ",,"1,757.1 ",,"1,365.2 ",,151.4 ,,117.3 ,,"1,777.8 ",,"6,935.5 ",
CT,Southeast Area Transit (SEAT),,,,,,,,,,,,,,,,,,,,,
,,1040,B,DR,PT,2,2,,0.0 ,,39.2 ,Q,37.5 ,Q,1.8 ,Q,1.8 ,Q,2.2 ,,0.0 ,W
,,1040,B,MB,DO,19,28,,901.3 ,,971.3 ,,901.8 ,,58.6 ,,55.8 ,,858.8 ,,0.0 ,W
,,,,Total,,21,30,,901.3 ,,"1,010.5 ",,939.2 ,,60.5 ,,57.6 ,,861.0 ,,0.0 ,Q
CT,The Greater New Haven Transit District (GNHTD),,,,,,,,,,,,,,,,,,,,,
,,1049,A,DR,DO,83,83,,0.0 ,,"1,658.5 ",,"1,442.4 ",,135.4 ,,124.3 ,,235.9 ,,"1,640.4 ",
,,1049,A,MB,DO,6,6,,219.8 ,,229.4 ,,203.8 ,,14.2 ,,11.7 ,,86.2 ,,400.9 ,
,,,,Total,,89,89,,219.8 ,,"1,887.9 ",,"1,646.1 ",,149.6 ,,135.9 ,,322.1 ,,"2,041.3 ",
CT,Valley Transit District,,,,,,,,,,,,,,,,,,,,,
,,1042,A,DR,DO,19,21,,0.0 ,,404.4 ,,318.3 ,,31.4 ,,26.6 ,,103.0 ,,396.5 ,
DC,Washington Metropolitan Area Transit Authority (WMATA),,,,,,,,,,,,,,,,,,,,,
,,3030,B,DR,PT,235,235,,0.0 ,,"12,835.7 ",,"11,030.4 ",,800.9 ,,698.4 ,,"1,112.4 ",,"12,269.3 ",
,,3030,B,HR,DO,750,950,,"53,230.3 ",,"60,143.2 ",,"58,205.4 ",,"2,494.5 ",,"2,312.5 ",,"250,660.0 ",,"1,507,072.9 ",
,,3030,B,MB,DO,"1,236","1,437",,"38,727.0 ",,"47,765.1 ",,"38,901.3 ",,"3,895.7 ",,"3,458.7 ",,"146,010.3 ",,"436,436.7 ",
,,,,Total,,"2,221","2,622",,"91,957.2 ",,"120,744.0 ",,"108,137.1 ",,"7,191.1 ",,"6,469.5 ",,"397,782.7 ",,"1,955,778.9 ",
DE,Delaware Transit Corporation (DTC),,,,,,,,,,,,,,,,,,,,,
,,3075,B,DR,DO,164,188,,0.0 ,,"6,708.5 ",,"6,708.5 ",,347.1 ,,347.1 ,,608.8 ,,"7,083.8 ",
,,3075,B,DR,PT,13,13,,0.0 ,,435.5 ,,435.5 ,,23.8 ,,23.8 ,,39.9 ,,475.0 ,
,,3075,B,MB,DO,147,179,,"4,634.8 ",,"5,098.7 ",,"4,728.7 ",,371.8 ,,352.0 ,,"7,527.9 ",,"37,743.2 ",
,,3075,B,MB,PT,19,30,,736.0 ,,"1,078.0 ",,948.6 ,,52.9 ,,49.1 ,,264.7 ,,"4,822.6 ",
,,,,Total,,343,410,,"5,370.7 ",,"13,320.8 ",,"12,821.3 ",,795.7 ,,772.1 ,,"8,441.3 ",,"50,124.6 ",
FL,"Advanced Transportation Solutions, LLC (ATS)",,,,,,,,,,,,,,,,,,,,,
,,4134,D,DR,PT,259,290,,0.0 ,,"13,525.9 ",,"12,090.9 ",,852.0 ,,787.9 ,,"1,288.3 ",,"17,562.1 ",
FL,Bay County Council On Aging Bay Coordinated Transportation (BCCOA),,,,,,,,,,,,,,,,,,,,,
,,4085,A,MB,DO,7,10,,349.1 ,,355.7 ,,349.1 ,,22.5 ,,21.3 ,,163.9 ,,349.1 ,
FL,"Board of County Commissioners, Palm Beach County, PalmTran, Inc. (PalmTran)",,,,,,,,,,,,,,,,,,,,,
,,4037,B,DR,PT,271,335,,0.0 ,,"6,001.6 ",,"5,142.4 ",,485.3 ,,431.5 ,,546.8 ,,"5,240.7 ",
,,4037,B,MB,DO,105,136,,"6,681.7 ",,"7,300.4 ",,"6,673.7 ",,458.1 ,,399.9 ,,"7,548.6 ",,"46,499.6 ",
,,4037,B,MB,PT,8,11,,239.9 ,,246.1 ,,226.6 ,,16.9 ,,15.8 ,,105.6 ,,541.2 ,
,,,,Total,,384,482,,"6,921.5 ",,"13,548.1 ",,"12,042.7 ",,960.2 ,,847.2 ,,"8,201.1 ",,"52,281.5 ",
FL,Broward County Mass Transit Division (BCT),,,,,,,,,,,,,,,,,,,,,
,,4029,B,DR,PT,275,322,,0.0 ,,"11,735.6 ",,"10,411.5 ",,959.1 ,,882.2 ,,"1,326.4 ",,"10,876.4 ",
,,4029,B,FB,PT,8,8,,152.1 ,,149.4 ,,149.4 ,,36.5 ,,36.5 ,,745.0 ,,"2,548.8 ",
,,4029,B,MB,DO,215,275,,"13,186.5 ",,"14,215.5 ",,"12,993.0 ",,"1,008.0 ",,959.9 ,,"36,313.6 ",,"154,475.3 ",
,,4029,B,MB,PT,63,79,,"2,402.0 ",,"2,471.5 ",,"2,321.9 ",,189.5 ,,180.6 ,,"1,943.0 ",,"7,534.3 ",
,,,,Total,,561,684,,"15,740.5 ",,"28,572.1 ",,"25,875.9 ",,"2,193.1 ",,"2,059.2 ",,"40,328.0 ",,"175,434.9 ",
FL,Central Florida Regional Transportation Authority (LYNX),,,,,,,,,,,,,,,,,,,,,
,,4035,B,DR,PT,154,159,,0.0 ,,"7,913.9 ",,"6,382.7 ",,421.9 ,,370.6 ,,569.4 ,,"7,242.1 ",
,,4035,B,MB,DO,195,230,,"13,019.6 ",,"14,081.6 ",,"13,006.7 ",,987.5 ,,926.7 ,,"22,677.8 ",,"132,008.8 ",
,,4035,B,VP,PT,41,57,,0.0 ,,"1,037.9 ",,"1,037.9 ",,30.2 ,,30.2 ,,185.7 ,,"4,956.2 ",
,,,,Total,,390,446,,"13,019.6 ",,"23,033.4 ",,"20,427.4 ",,"1,439.5 ",,"1,327.5 ",,"23,432.9 ",,"144,207.2 ",
FL,Charlotte County Transit Division,,,,,,,,,,,,,,,,,,,,,
,,4129,B,DR,PT,12,17,,0.0 ,,493.8 ,,426.3 ,,30.7 ,,27.6 ,,60.1 ,,406.3 ,
FL,"City of Ocala, Florida",,,,,,,,,,,,,,,,,,,,,
,,4120,B,DR,PT,2,2,,0.0 ,,53.2 ,,50.9 ,,7.2 ,,6.7 ,,9.3 ,,50.9 ,
,,4120,B,MB,PT,6,9,,359.1 ,,379.1 ,,359.1 ,,23.8 ,,23.2 ,,273.1 ,,"1,390.5 ",
,,,,Total,,8,11,,359.1 ,,432.3 ,,409.9 ,,31.0 ,,29.9 ,,282.3 ,,"1,441.3 ",
FL,City of Tallahassee (TalTran),,,,,,,,,,,,,,,,,,,,,
,,4036,B,DR,DO,17,17,,0.0 ,,368.9 ,,306.2 ,,27.4 ,,22.3 ,,47.7 ,,353.1 ,
,,4036,B,DR,PT,3,3,,0.0 ,,76.9 ,,68.1 ,,6.6 ,,6.2 ,,7.7 ,,56.9 ,
,,4036,B,MB,DO,49,67,,"1,749.9 ",,"1,805.6 ",,"1,720.1 ",,138.9 ,,129.1 ,Q,"4,459.4 ",,"10,256.6 ",
,,,,Total,,69,87,,"1,749.9 ",,"2,251.3 ",,"2,094.4 ",,173.0 ,,157.6 ,,"4,514.8 ",,"10,666.6 ",
FL,"Council on Aging of Martin County, Inc. (COAMC \ CC - MCBOCC)",,,,,,,,,,,,,,,,,,,,,
,,4113,D,DR,DO,28,39,,0.0 ,,720.6 ,,577.4 ,,52.4 ,,39.2 ,,148.6 ,,"2,623.5 ",
FL,"Council on Aging of St. Lucie, Inc. (CT)",,,,,,,,,,,,,,,,,,,,,
,,4097,E,DR,DO,22,33,,0.0 ,,628.3 ,,544.7 ,,42.3 ,,38.1 ,,166.3 ,,609.4 ,
,,4097,E,MB,DO,3,5,,131.5 ,,135.1 ,,131.2 ,,9.1 ,Q,8.3 ,,28.1 ,,131.0 ,
,,,,Total,,25,38,,131.5 ,,763.3 ,,676.0 ,,51.3 ,,46.4 ,,194.4 ,,740.4 ,
FL,"County of Volusia, dba: VOTRAN (VOTRAN)",,,,,,,,,,,,,,,,,,,,,
,,4032,B,DR,DO,38,50,,0.0 ,,"1,495.8 ",,"1,337.4 ",,101.2 ,,91.4 ,,199.6 ,,"1,967.4 ",
,,4032,B,DR,PT,37,45,,0.0 ,,"1,126.5 ",,"1,126.5 ",,78.7 ,,78.7 ,,116.0 ,,"1,129.8 ",
,,4032,B,MB,DO,46,54,,"2,563.1 ",,"2,712.7 ",,"2,566.5 ",,168.5 ,,161.2 ,,"2,896.3 ",,"15,813.5 ",
,,4032,B,MB,PT,2,2,,73.3 ,,73.3 ,,35.4 ,,2.0 ,,1.0 ,,11.8 ,,356.5 ,
,,4032,B,VP,DO,24,24,,0.0 ,,447.9 ,,447.9 ,,9.2 ,,9.2 ,,73.0 ,,"3,689.6 ",
,,,,Total,,147,175,,"2,636.4 ",,"5,856.2 ",,"5,513.7 ",,359.5 ,,341.5 ,,"3,296.7 ",,"22,956.8 ",
FL,Escambia County Area Transit (ECAT),,,,,,,,,,,,,,,,,,,,,
,,4038,B,DR,PT,14,15,,0.0 ,,496.0 ,,487.5 ,,30.8 ,,29.9 ,,59.0 ,,269.0 ,
,,4038,B,MB,DO,32,39,,"1,464.4 ",,"1,484.9 ",,"1,420.4 ",,100.5 ,,96.3 ,,"1,596.0 ",,"7,357.7 ",
,,,,Total,,46,54,,"1,464.4 ",,"1,980.9 ",,"1,908.0 ",,131.3 ,,126.2 ,,"1,655.1 ",,"7,626.7 ",
FL,Gainesville Regional Transit System (RTS),,,,,,,,,,,,,,,,,,,,,
,,4030,B,DR,PT,5,7,,0.0 ,,219.4 ,,208.5 ,,14.1 ,,13.3 ,,30.4 ,,376.5 ,
,,4030,B,MB,DO,88,105,,"2,717.7 ",,"2,806.9 ",,"2,661.6 ",,242.7 ,,233.2 ,,"8,066.3 ",,"27,029.9 ",
,,,,Total,,93,112,,"2,717.7 ",,"3,026.3 ",,"2,870.1 ",,256.8 ,,246.5 ,,"8,096.7 ",,"27,406.4 ",
FL,Hillsborough Area Regional Transit Authority (HART),,,,,,,,,,,,,,,,,,,,,
,,4041,B,DR,DO,24,24,,0.0 ,,625.9 ,,519.6 ,,40.2 ,,33.1 ,,40.2 ,,310.7 ,
,,4041,B,LR,DO,4,8,,83.2 ,,84.1 ,,82.9 ,,17.7 ,,17.5 ,,519.6 ,,922.0 ,
,,4041,B,MB,DO,154,184,,"6,399.9 ",,"7,151.4 ",,"6,396.7 ",,550.5 ,,514.9 ,,"9,818.6 ",,"49,069.0 ",
,,4041,B,VP,PT,17,17,,0.0 ,,266.2 ,,266.2 ,,6.5 ,,6.5 ,,33.1 ,,"1,302.2 ",
,,,,Total,,199,233,,"6,483.1 ",,"8,127.6 ",,"7,265.5 ",,615.0 ,,571.9 ,,"10,411.4 ",,"51,603.9 ",
FL,"Indian River County Council on Aging, Inc. (IRCCOA)",,,,,,,,,,,,,,,,,,,,,
,,4104,B,DR,DO,24,30,,0.0 ,,520.2 ,,489.4 ,,37.6 ,,35.9 ,,62.7 ,,471.6 ,
,,4104,B,DR,PT,30,30,,0.0 ,,139.7 ,,131.3 ,,10.1 ,,9.6 ,,29.5 ,,126.6 ,
,,4104,B,MB,DO,9,16,,243.1 ,,248.5 ,,243.1 ,,22.7 ,,22.2 ,,235.2 ,,228.1 ,
,,,,Total,,63,76,,243.1 ,,908.4 ,,863.8 ,,70.4 ,,67.7 ,,327.4 ,,826.3 ,
FL,Jacksonville Transportation Authority (JTA),,,,,,,,,,,,,,,,,,,,,
,,4040,B,AG,DO,7,10,,279.1 ,,279.1 ,,277.5 ,,21.3 ,,21.0 ,,690.6 ,,267.3 ,
,,4040,B,DR,PT,124,129,,0.0 ,,"6,548.0 ",,"5,842.4 ",,371.5 ,,314.1 ,,569.4 ,,"6,683.9 ",
,,4040,B,MB,DO,144,184,,"9,980.5 ",,"10,201.4 ",,"9,928.7 ",,633.5 ,,605.2 ,,"8,934.8 ",,"58,814.8 ",
,,,,Total,,275,323,,"10,259.6 ",,"17,028.5 ",,"16,048.7 ",,"1,026.2 ",,940.3 ,,"10,194.9 ",,"65,766.0 ",
FL,Lakeland Area Mass Transit District (Citrus Connection),,,,,,,,,,,,,,,,,,,,,
,,4031,A,DR,DO,15,15,,0.0 ,,521.8 ,,474.4 ,,41.4 ,,37.8 ,,118.7 ,,"1,116.1 ",
,,4031,A,MB,DO,29,29,,"1,433.4 ",,"1,455.0 ",,"1,433.4 ",,86.6 ,,85.7 ,,"1,520.2 ",,"6,232.8 ",
,,,,Total,,44,44,,"1,433.4 ",,"1,976.8 ",,"1,907.8 ",,128.0 ,,123.5 ,,"1,638.9 ",,"7,348.9 ",
FL,Lee County Transit (LeeTran),,,,,,,,,,,,,,,,,,,,,
,,4028,B,DR,PT,26,37,,0.0 ,,"1,107.7 ",,957.3 ,,72.0 ,,62.7 ,,116.4 ,,"1,318.9 ",
,,4028,B,MB,DO,44,57,,"2,836.7 ",,"2,994.1 ",,"2,806.6 ",,180.3 ,,168.9 ,,"2,512.9 ",,"10,780.3 ",
,,4028,B,VP,PT,6,7,,0.0 ,,90.0 ,,90.0 ,,2.3 ,,2.3 ,,25.0 ,,726.0 ,
,,,,Total,,76,101,,"2,836.7 ",,"4,191.9 ",,"3,853.9 ",,254.6 ,,233.9 ,,"2,654.3 ",,"12,825.2 ",
FL,Manatee County Area Transit (MCAT),,,,,,,,,,,,,,,,,,,,,
,,4026,A,DR,DO,22,28,,0.0 ,,627.8 ,,584.9 ,,41.7 ,,39.2 ,,89.8 ,,584.9 ,
,,4026,A,MB,DO,16,25,,960.4 ,,"1,029.2 ",,960.5 ,,77.8 ,,75.3 ,,"1,241.3 ",,"1,539.3 ",Q
,,4026,A,VP,DO,2,2,,0.0 ,,35.0 ,,35.0 ,,1.1 ,,1.1 ,,1.3 ,,77.3 ,
,,,,Total,,40,55,,960.4 ,,"1,691.9 ",,"1,580.3 ",,120.6 ,,115.6 ,,"1,332.4 ",,"2,201.5 ",
FL,Miami-Dade Transit (MDT),,,,,,,,,,,,,,,,,,,,,
,,4034,B,AG,DO,17,29,,"1,003.9 ",,973.3 ,,953.8 ,,95.4 ,,93.5 ,,"7,768.5 ",,"7,910.9 ",
,,4034,B,HR,DO,103,136,,"9,494.0 ",,"9,261.5 ",,"9,112.3 ",,409.4 ,,386.5 ,,"15,637.5 ",,"121,823.0 ",
,,4034,B,MB,DO,663,819,,"32,393.6 ",,"36,037.7 ",,"31,100.5 ",,"2,790.7 ",,"2,535.8 ",,"75,137.4 ",,"296,888.7 ",
,,,,Total,,783,984,,"42,891.6 ",,"46,272.5 ",,"41,166.7 ",,"3,295.5 ",,"3,015.8 ",,"98,543.5 ",,"426,622.6 ",
FL,Okaloosa County Board of County Commissioners,,,,,,,,,,,,,,,,,,,,,
,,4128,B,DR,PT,39,44,,0.0 ,,"1,072.1 ",,903.9 ,,65.9 ,,56.4 ,,142.7 ,,"1,013.6 ",
,,4128,B,MB,PT,12,15,,325.5 ,,335.1 ,,325.5 ,,25.7 ,,25.1 ,,92.2 ,,477.8 ,
,,,,Total,,51,59,,325.5 ,,"1,407.2 ",,"1,229.4 ",,91.6 ,,81.6 ,,234.9 ,,"1,491.4 ",
FL,Pasco County Public Transportation (PCPT),,,,,,,,,,,,,,,,,,,,,
,,4074,B,DR,DO,19,27,,0.0 ,,415.6 ,,326.7 ,,22.8 ,,18.1 ,,66.7 ,,614.9 ,
,,4074,B,DR,PT,17,21,,0.0 ,,340.5 ,,336.4 ,,19.3 ,,19.0 ,,39.9 ,,388.8 ,
,,4074,B,MB,DO,14,28,,741.6 ,,821.5 ,,746.8 ,,45.4 ,,41.7 ,,550.0 ,,"3,179.2 ",
,,,,Total,,50,76,,741.6 ,,"1,577.7 ",,"1,409.8 ",,87.5 ,,78.8 ,,656.7 ,,"4,182.9 ",
FL,Pinellas Suncoast Transit Authority (PSTA),,,,,,,,,,,,,,,,,,,,,
,,4027,B,DR,PT,84,146,,0.0 ,,"3,336.4 ",,"3,287.2 ",,115.1 ,,113.4 ,,257.6 ,,"2,752.9 ",
,,4027,B,MB,DO,141,176,,"7,963.1 ",,"8,715.0 ",,"7,956.1 ",,579.0 ,,548.1 ,,"9,701.1 ",,"47,241.1 ",
,,,,Total,,225,322,,"7,963.1 ",,"12,051.4 ",,"11,243.4 ",,694.1 ,,661.6 ,,"9,958.6 ",,"49,994.0 ",
FL,Polk County Transit Services Division - Polk County Board of County Commissioners (PCTS),,,,,,,,,,,,,,,,,,,,,
,,4127,B,DR,DO,32,37,,0.0 ,,613.2 ,,374.1 ,,37.3 ,,29.8 ,,44.3 ,,349.6 ,
,,4127,B,DR,PT,28,28,,0.0 ,,"1,164.6 ",,"1,031.2 ",,66.1 ,,58.3 ,,61.4 ,,966.2 ,
,,4127,B,MB,DO,9,11,,259.5 ,,283.6 ,,259.5 ,,15.2 ,,13.9 ,,44.3 ,,349.6 ,
,,4127,B,MB,PT,8,8,,350.2 ,,395.4 ,,350.2 ,,24.5 ,,22.4 ,,332.6 ,,350.2 ,
,,,,Total,,77,84,,609.7 ,,"2,456.8 ",,"2,015.0 ",,143.1 ,,124.4 ,,482.6 ,,"2,015.8 ",
FL,Sarasota County Area Transit (SCAT),,,,,,,,,,,,,,,,,,,,,
,,4046,B,DR,DO,26,35,,0.0 ,,791.7 ,,641.3 ,,49.4 ,,42.1 ,,91.6 ,,595.5 ,
,,4046,B,DR,PT,34,38,,0.0 ,,"1,256.3 ",,"1,010.0 ",,76.8 ,,54.6 ,,100.0 ,,"1,425.5 ",
,,4046,B,MB,DO,26,40,,"1,538.7 ",,"1,656.0 ",,"1,550.8 ",,108.8 ,,99.1 ,,"1,778.0 ",,"9,334.3 ",
,,,,Total,,86,113,,"1,538.7 ",,"3,704.0 ",,"3,202.1 ",,235.0 ,,195.8 ,,"1,969.5 ",,"11,355.3 ",
FL,South Florida Regional Transportation Authority (TRI-Rail),,,,,,,,,,,,,,,,,,,,,
,,4077,B,CR,PT,20,30,,"2,048.7 ",,"2,142.0 ",,"2,048.7 ",,60.5 ,,56.5 ,,"2,821.3 ",Q,"84,762.0 ",Q
,,4077,B,MB,PT,6,6,,42.6 ,,42.6 ,,42.6 ,,2.4 ,,2.4 ,,39.9 ,,119.9 ,
,,,,Total,,26,36,,"2,091.3 ",,"2,184.6 ",,"2,091.3 ",,62.9 ,,58.9 ,,"2,861.2 ",,"84,881.8 ",
FL,Space Coast Area Transit (SCAT),,,,,,,,,,,,,,,,,,,,,
,,4063,B,DR,DO,34,39,,0.0 ,,910.1 ,Q,711.8 ,Q,59.6 ,Q,45.8 ,Q,164.9 ,,"2,072.2 ",
,,4063,B,DR,PT,80,90,,0.0 ,,"1,365.3 ",,"1,313.0 ",,86.4 ,,83.2 ,,355.2 ,,"7,112.1 ",
,,4063,B,MB,DO,20,31,,975.3 ,,"1,041.8 ",Q,993.8 ,Q,52.5 ,Q,50.2 ,Q,781.6 ,,"4,744.5 ",
,,4063,B,VP,PT,34,40,,0.0 ,,"1,002.4 ",,"1,002.4 ",,18.4 ,,18.4 ,,127.0 ,,"6,745.5 ",Q
,,,,Total,,168,200,,975.3 ,,"4,319.6 ",,"4,020.9 ",,216.9 ,,197.7 ,,"1,428.6 ",,"20,674.3 ",
FL,"Tri-County Community Council, Inc (TCCC)",,,,,,,,,,,,,,,,,,,,,
,,4148,A,DR,DO,35,38,,0.0 ,,114.8 ,,111.4 ,,107.8 ,,96.0 ,,0.9 ,,"1,286.1 ",
GA,Albany Transit System (ATS),,,,,,,,,,,,,,,,,,,,,
,,4021,A,DR,DO,4,5,,0.0 ,,178.9 ,Q,170.7 ,Q,14.5 ,Q,13.3 ,Q,29.8 ,,133.2 ,
,,4021,A,MB,DO,7,11,,536.4 ,Q,541.6 ,Q,536.4 ,Q,33.2 ,Q,32.1 ,Q,663.0 ,,"3,406.9 ",
,,,,Total,,11,16,,536.4 ,,720.5 ,,707.1 ,,47.6 ,,45.4 ,,692.7 ,,"3,540.1 ",
GA,Athens Transit System (ATS),,,,,,,,,,,,,,,,,,,,,
,,4047,A,DR,DO,3,4,,0.0 ,,79.0 ,,70.0 ,,6.6 ,,5.8 ,,10.1 ,,56.1 ,
,,4047,A,MB,DO,19,24,,739.8 ,,762.2 ,,739.8 ,,57.0 ,,55.8 ,,"1,478.8 ",,"4,901.0 ",
,,,,Total,,22,28,,739.8 ,,841.2 ,,809.8 ,,63.6 ,,61.6 ,,"1,488.9 ",,"4,957.2 ",
GA,Augusta Richmond County Transit Department (APT),,,,,,,,,,,,,,,,,,,,,
,,4023,A,DR,DO,7,7,,0.0 ,,101.3 ,,90.1 ,,12.0 ,,11.4 ,,14.4 ,,63.2 ,
,,4023,A,MB,DO,22,22,,674.2 ,,699.1 ,,662.9 ,,53.1 ,,51.2 ,,893.9 ,,"4,802.7 ",
,,,,Total,,29,29,,674.2 ,,800.3 ,,753.0 ,,65.1 ,,62.7 ,,908.4 ,,"4,865.9 ",
GA,Chatham Area Transit Authority (CAT),,,,,,,,,,,,,,,,,,,,,
,,4025,B,DR,PT,16,16,,0.0 ,,484.8 ,,457.0 ,,37.0 ,,35.0 ,,71.3 ,,543.7 ,
,,4025,B,FB,DO,2,2,,8.4 ,,8.4 ,,8.4 ,,5.4 ,,5.4 ,,336.4 ,,111.7 ,
,,4025,B,MB,DO,52,52,,"2,532.2 ",,"2,515.3 ",,"2,413.6 ",,185.0 ,,178.1 ,,"3,438.2 ",,"11,693.2 ",
,,,,Total,,70,70,,"2,540.6 ",,"3,008.5 ",,"2,879.1 ",,227.5 ,,218.6 ,,"3,846.0 ",,"12,348.6 ",
