State,Name,ID,Org Type ,Mode,TOS, VOMS,Service Supplied (in Thousands),,,,,,,,,,,,Unlinked Passenger Trips ,,,
MN,City of Rochester Public Transportation,5092,B,MB,PT,27,38,,893.0 ,,999.1 ,,917.9 ,,68.8 ,,60.0 ,,"1,427.3 ",Q,"5,666.5 ",Q
,,,,Total,,31,43,,893.0 ,,"1,176.5 ",,"1,088.8 ",,81.2 ,,71.9 ,,"1,464.8 ",,"5,914.4 ",
MN,Duluth Transit Authority (DTA),5025,B,DR,PT,4,9,,0.0 ,,175.8 ,,168.8 ,,16.1 ,,15.6 ,,23.7 ,,173.6 ,
MN,Duluth Transit Authority (DTA),5025,B,MB,DO,41,66,,"1,775.4 ",,"1,764.0 ",,"1,647.5 ",,133.5 ,,125.5 ,,"2,692.9 ",,"8,482.7 ",
,,,,Total,,45,75,,"1,775.4 ",,"1,939.7 ",,"1,816.3 ",,149.6 ,,141.0 ,,"2,716.7 ",,"8,656.3 ",
MN,Metro Mobility,5155,B,DR,PT,264,317,,0.0 ,,"11,690.9 ",,"9,779.5 ",,726.1 ,,623.2 ,,"1,222.8 ",,"12,923.0 ",
MN,Metro Transit,5027,A,LR,DO,24,24,,"1,742.4 ",,"1,817.9 ",,"1,785.2 ",,125.1 ,,121.3 ,,"8,957.9 ",,"52,584.6 ",
MN,Metro Transit,5027,A,MB,DO,702,833,,"22,652.3 ",,"29,049.0 ",,"23,624.8 ",Q,"2,135.1 ",,"1,904.6 ",,"64,398.7 ",,"261,745.5 ",
,,,,Total,,726,857,,"24,394.7 ",,"30,866.9 ",,"25,410.0 ",,"2,260.2 ",,"2,025.9 ",,"73,356.6 ",,"314,330.2 ",
MN,Metropolitan Council,5154,E,DR,PT,108,127,,0.0 ,,"2,699.7 ",,"2,331.7 ",,175.4 ,,158.0 ,,529.5 ,,"3,729.3 ",
MN,Metropolitan Council,5154,E,MB,PT,295,350,,"6,696.8 ",,"10,245.8 ",,"6,694.3 ",,532.0 ,,383.7 ,,"9,896.9 ",,"66,040.3 ",
MN,Metropolitan Council,5154,E,VP,PT,61,69,,0.0 ,,"1,004.5 ",,"1,004.5 ",,23.8 ,,23.8 ,,157.5 ,,"5,603.1 ",
,,,,Total,,464,546,,"6,696.8 ",,"13,950.0 ",,"10,030.5 ",,731.2 ,,565.5 ,,"10,583.9 ",,"75,372.7 ",
MN,St. Cloud Metropolitan Transit Commission (Metro Bus),5028,A,DR,DO,15,19,,0.0 ,,504.5 ,,470.0 ,,38.8 ,,36.7 ,,134.7 ,,516.1 ,
MN,St. Cloud Metropolitan Transit Commission (Metro Bus),5028,A,MB,DO,25,30,,971.7 ,,"1,052.7 ",,"1,008.9 ",,78.1 ,,71.0 ,,"1,832.9 ",,"5,912.5 ",
,,,,Total,,40,49,,971.7 ,,"1,557.2 ",,"1,478.9 ",,117.0 ,,107.7 ,,"1,967.6 ",,"6,428.6 ",
MO,Bi-State Development Agency (METRO),7006,A,DR,DO,100,119,,0.0 ,,"6,221.6 ",,"5,151.1 ",,378.1 ,,299.8 ,,668.1 ,,"6,425.9 ",
MO,Bi-State Development Agency (METRO),7006,A,LR,DO,34,83,,"4,386.6 ",,"4,402.3 ",,"4,377.6 ",,171.1 ,,169.1 ,,"16,573.9 ",,"119,769.5 ",
MO,Bi-State Development Agency (METRO),7006,A,MB,DO,346,432,,"16,442.7 ",,"19,675.5 ",,"16,434.6 ",,"1,364.4 ",,"1,226.8 ",,"32,467.7 ",,"123,459.3 ",
,,,,Total,,480,634,,"20,829.3 ",,"30,299.3 ",,"25,963.3 ",,"1,913.7 ",,"1,695.7 ",,"49,709.8 ",,"249,654.7 ",
MO,City of Jefferson (JEFFTRAN),7043,A,DR,DO,6,8,,0.0 ,,203.5 ,,199.8 ,,13.6 ,,13.4 ,,53.5 ,,278.5 ,
MO,City of Jefferson (JEFFTRAN),7043,A,MB,DO,14,18,,360.8 ,,364.5 ,,359.8 ,,24.6 ,,24.4 ,,385.4 ,,756.8 ,Q
,,,,Total,,20,26,,360.8 ,,568.0 ,,559.6 ,,38.3 ,,37.8 ,,439.0 ,,"1,035.4 ",
MO,City Utilities of Springfield (The Bus),7003,A,DR,DO,4,5,,0.0 ,,137.3 ,,127.1 ,,9.2 ,,8.2 ,,16.5 ,,126.8 ,
MO,City Utilities of Springfield (The Bus),7003,A,MB,DO,20,28,,"1,064.6 ",,"1,061.5 ",,"1,040.2 ",,75.1 ,,73.3 ,,"1,752.5 ",,"7,202.9 ",
,,,,Total,,24,33,,"1,064.6 ",,"1,198.8 ",,"1,167.3 ",,84.3 ,,81.5 ,,"1,769.0 ",,"7,329.7 ",
MO,Columbia Transit (CT),7016,A,DR,DO,4,6,,0.0 ,,109.6 ,,103.8 ,,14.0 ,,12.9 ,,21.5 ,,103.2 ,
MO,Columbia Transit (CT),7016,A,MB,DO,11,16,,409.3 ,,425.0 ,,409.3 ,,34.4 ,,33.3 ,,541.0 ,,"2,299.6 ",
,,,,Total,,15,22,,409.3 ,,534.7 ,,513.2 ,,48.4 ,,46.1 ,,562.5 ,,"2,402.9 ",
MO,Kansas City Area Transportation Authority (KCATA),7005,B,DR,DO,13,45,,0.0 ,,770.9 ,,628.6 ,,51.4 ,,43.6 ,,179.4 ,,"1,137.2 ",
MO,Kansas City Area Transportation Authority (KCATA),7005,B,DR,PT,73,77,,0.0 ,,"3,333.6 ",,"1,708.2 ",,201.7 ,,75.4 ,,263.9 ,,"1,944.2 ",
MO,Kansas City Area Transportation Authority (KCATA),7005,B,MB,DO,220,262,,"8,761.4 ",,"9,905.9 ",,"8,751.9 ",,701.2 ,,649.0 ,,"14,283.7 ",,"53,529.0 ",
MO,Kansas City Area Transportation Authority (KCATA),7005,B,VP,DO,34,39,,0.0 ,,577.7 ,,577.7 ,,13.8 ,,13.8 ,,79.5 ,,"2,783.7 ",
,,,,Total,,340,423,,"8,761.4 ",,"14,588.1 ",,"11,666.4 ",,968.1 ,,781.7 ,,"14,806.5 ",,"59,394.0 ",
MO,Missouri State University (SMSU),7036,B,MB,PT,10,16,,205.2 ,,218.6 ,,205.7 ,,22.8 ,,21.6 ,,749.3 ,,598.4 ,
MO,St. Joseph Transit (The Ride),7032,A,MB,DO,17,20,,636.0 ,,787.8 ,,766.4 ,,72.0 ,,70.3 ,,313.7 ,,"1,452.6 ",
MS,City of Jackson Transit System (JATRAN),4015,A,DR,DO,8,12,,0.0 ,,301.9 ,,301.9 ,Q,22.9 ,,22.9 ,,34.6 ,,301.9 ,Q
MS,City of Jackson Transit System (JATRAN),4015,A,MB,DO,27,49,,"1,006.5 ",,"1,022.1 ",,940.2 ,Q,59.1 ,,55.5 ,,767.5 ,,"1,170.8 ",Q
,,,,Total,,35,61,,"1,006.5 ",,"1,324.0 ",,"1,242.1 ",,82.0 ,,78.4 ,,802.1 ,,"1,472.8 ",
MS,Coast Transit Authority (CTA),4014,A,DR,DO,11,12,,0.0 ,,235.5 ,,220.0 ,,15.3 ,,14.5 ,,41.6 ,,492.3 ,
MS,Coast Transit Authority (CTA),4014,A,MB,DO,13,17,,648.1 ,,686.8 ,,634.7 ,,57.4 ,,51.2 ,,363.0 ,,"1,433.9 ",
,,,,Total,,24,29,,648.1 ,,922.3 ,,854.6 ,,72.7 ,,65.7 ,,404.6 ,,"1,926.2 ",
MT,Billings Metropolitan Transit (Billings MET Transit),8004,A,DR,DO,11,15,,0.0 ,,214.1 ,,176.3 ,,18.4 ,,15.3 ,,66.7 ,,375.8 ,
MT,Billings Metropolitan Transit (Billings MET Transit),8004,A,MB,DO,20,23,,627.1 ,,647.2 ,,626.7 ,,39.5 ,,38.5 ,,691.5 ,,"2,248.0 ",
,,,,Total,,31,38,,627.1 ,,861.3 ,,803.0 ,,58.0 ,,53.8 ,,758.2 ,,"2,623.8 ",
MT,Great Falls Transit District (GFTD),8012,A,DR,DO,6,9,,0.0 ,,142.0 ,,127.9 ,,12.9 ,,12.1 ,,30.2 ,,87.6 ,
MT,Great Falls Transit District (GFTD),8012,A,MB,DO,13,20,,395.6 ,,453.4 ,,420.6 ,,35.2 ,,33.6 ,,438.9 ,,790.0 ,
,,,,Total,,19,29,,395.6 ,,595.4 ,,548.5 ,,48.1 ,,45.7 ,,469.1 ,,877.6 ,
MT,Missoula Urban Transportation District (Mountain Line),8009,A,DR,DO,6,8,,0.0 ,,141.5 ,,138.3 ,,12.7 ,,12.3 ,,26.8 ,,106.0 ,
MT,Missoula Urban Transportation District (Mountain Line),8009,A,MB,DO,16,20,,570.5 ,,587.7 ,,570.5 ,Q,38.4 ,,37.8 ,,695.2 ,,"2,668.1 ",
,,,,Total,,22,28,,570.5 ,,729.2 ,,708.8 ,,51.1 ,,50.1 ,,722.0 ,,"2,774.1 ",
NC,Asheville Transit System (ATS),4005,B,DR,PT,6,8,,0.0 ,,198.2 ,,198.2 ,,10.8 ,,10.8 ,,24.2 ,,173.3 ,
NC,Asheville Transit System (ATS),4005,B,MB,DO,16,18,,842.9 ,,854.8 ,Q,840.7 ,Q,59.2 ,,58.2 ,,"1,149.3 ",,"4,631.8 ",
,,,,Total,,22,26,,842.9 ,,"1,053.0 ",,"1,038.9 ",,70.0 ,,69.0 ,,"1,173.6 ",,"4,805.1 ",
NC,Cape Fear Public Transportation Authority (Wave),4006,A,DR,DO,2,2,,0.0 ,,19.6 ,,11.0 ,,2.0 ,,0.6 ,,2.2 ,,13.2 ,
NC,Cape Fear Public Transportation Authority (Wave),4006,A,MB,DO,25,31,,"1,209.4 ",,"1,210.5 ",,"1,198.8 ",,89.3 ,,89.0 ,,"1,411.2 ",,"3,386.9 ",
,,,,Total,,27,33,,"1,209.4 ",,"1,230.1 ",,"1,209.8 ",,91.3 ,,89.6 ,,"1,413.4 ",,"3,400.1 ",
NC,Capital Area Transit (CAT),4007,A,DR,DO,6,10,,0.0 ,,139.8 ,,126.0 ,,9.7 ,,8.7 ,,112.7 ,,582.1 ,
NC,Capital Area Transit (CAT),4007,A,MB,DO,48,75,,"2,116.9 ",,"2,323.4 ",,"2,116.6 ",,176.9 ,,165.2 ,,"3,937.3 ",,"14,666.5 ",
,,,,Total,,54,85,,"2,116.9 ",,"2,463.2 ",,"2,242.6 ",,186.6 ,,173.9 ,,"4,050.0 ",,"15,248.7 ",
NC,Chapel Hill Transit (CHT),4051,A,DR,DO,16,22,,0.0 ,,427.7 ,Q,377.8 ,,35.8 ,Q,27.9 ,,77.4 ,,302.1 ,
NC,Chapel Hill Transit (CHT),4051,A,MB,DO,77,86,,"1,817.9 ",,"1,970.2 ",,"1,825.0 ",Q,155.7 ,,145.1 ,Q,"5,874.2 ",,"15,096.8 ",
,,,,Total,,93,108,,"1,817.9 ",,"2,398.0 ",,"2,202.8 ",,191.5 ,,173.0 ,,"5,951.6 ",,"15,398.9 ",
NC,Charlotte Area Transit System (CATS),4008,B,DR,DO,69,113,,0.0 ,,"2,652.9 ",,"2,313.7 ",,158.9 ,,131.9 ,,300.4 ,,"2,460.3 ",
NC,Charlotte Area Transit System (CATS),4008,B,LR,DO,2,4,,21.4 ,,21.7 ,,21.7 ,,5.3 ,,5.3 ,,175.3 ,,279.5 ,
NC,Charlotte Area Transit System (CATS),4008,B,MB,DO,255,315,,"10,376.2 ",,"11,693.1 ",,"10,370.8 ",,825.1 ,,764.7 ,,"20,202.6 ",,"88,807.7 ",
NC,Charlotte Area Transit System (CATS),4008,B,MB,PT,8,9,,556.8 ,,588.7 ,,555.9 ,,34.7 ,,33.3 ,,204.6 ,,"1,307.4 ",
NC,Charlotte Area Transit System (CATS),4008,B,VP,DO,95,100,,0.0 ,,"1,835.4 ",,"1,813.7 ",,35.5 ,,35.1 ,,293.9 ,,"13,970.0 ",
,,,,Total,,429,541,,"10,954.4 ",,"16,791.8 ",,"15,075.7 ",,"1,059.4 ",,970.3 ,,"21,176.8 ",,"106,824.9 ",
NC,Durham Area Transit Authority (DATA),4087,B,DR,PT,31,43,,0.0 ,,716.6 ,,655.7 ,,43.4 ,,39.7 ,,81.4 ,,577.0 ,
NC,Durham Area Transit Authority (DATA),4087,B,MB,PT,37,49,,"2,278.7 ",,"2,498.1 ",Q,"2,319.4 ",Q,175.2 ,Q,166.3 ,Q,"4,449.0 ",,"18,069.2 ",
,,,,Total,,68,92,,"2,278.7 ",,"3,214.7 ",,"2,975.1 ",,218.6 ,,206.0 ,,"4,530.4 ",,"18,646.2 ",
NC,Fayetteville Area System of Transit (FAST),4009,A,DR,DO,10,13,,0.0 ,,479.3 ,,367.1 ,,22.9 ,,19.3 ,,53.0 ,,430.1 ,
NC,Fayetteville Area System of Transit (FAST),4009,A,MB,DO,16,21,,817.6 ,,836.6 ,,816.0 ,,60.6 ,,58.8 ,,"1,407.5 ",,"4,187.7 ",
,,,,Total,,26,34,,817.6 ,,"1,315.9 ",,"1,183.1 ",,83.5 ,,78.1 ,,"1,460.5 ",,"4,617.9 ",
NC,Greensboro Transit Authority (GTA),4093,B,DR,PT,28,32,,0.0 ,,"1,262.6 ",,"1,195.3 ",,75.1 ,,70.1 ,,175.3 ,,"1,670.7 ",
NC,Greensboro Transit Authority (GTA),4093,B,MB,PT,26,32,,"1,296.3 ",,"1,353.3 ",,"1,337.9 ",,109.5 ,,106.7 ,,"3,030.0 ",,"10,726.3 ",
,,,,Total,,54,64,,"1,296.3 ",,"2,615.9 ",,"2,533.2 ",,184.6 ,,176.8 ,,"3,205.3 ",,"12,397.0 ",
NC,Guildford County Transportation (GCT),4133,B,DR,PT,40,44,,0.0 ,,875.3 ,,851.2 ,,47.6 ,,45.9 ,,118.0 ,,768.1 ,
NC,High Point Transit (Hi tran),4011,B,DR,DO,3,3,,0.0 ,,69.3 ,,59.9 ,,5.9 ,,5.2 ,,20.9 ,,64.9 ,
NC,High Point Transit (Hi tran),4011,B,DR,PT,3,11,,0.0 ,,67.4 ,,56.5 ,,8.3 ,,7.2 ,,16.1 ,,54.9 ,
NC,High Point Transit (Hi tran),4011,B,MB,DO,11,15,,397.1 ,,408.3 ,,401.6 ,,30.2 ,,29.9 ,,722.5 ,,"1,625.6 ",
,,,,Total,,17,29,,397.1 ,,545.1 ,,518.0 ,,44.4 ,,42.3 ,,759.6 ,,"1,745.4 ",
NC,NC State University Transportation Department (NCSU),4147,B,MB,PT,23,26,,533.0 ,,580.9 ,,536.6 ,,56.4 ,,54.8 ,,"1,769.9 ",,"2,374.9 ",
NC,Research Triangle Regional Public Transportation Authority (TTA),4108,A,DR,DO,5,6,,0.0 ,,236.8 ,,172.7 ,,7.7 ,,5.7 ,,10.9 ,Q,247.2 ,Q
NC,Research Triangle Regional Public Transportation Authority (TTA),4108,A,MB,DO,49,65,,"1,974.0 ",,"2,568.6 ",,"1,976.0 ",,116.5 ,,89.9 ,,802.6 ,,"9,046.7 ",Q
NC,Research Triangle Regional Public Transportation Authority (TTA),4108,A,VP,DO,66,74,,0.0 ,,"1,125.1 ",,"1,056.8 ",,28.1 ,,26.3 ,,415.9 ,,"13,486.2 ",Q
,,,,Total,,120,145,,"1,974.0 ",,"3,930.5 ",,"3,205.4 ",,152.3 ,,121.9 ,,"1,229.5 ",,"22,780.0 ",
NC,Town of Cary (CTRAN),4143,B,DR,PT,11,13,,0.0 ,,530.3 ,,437.9 ,,26.5 ,,23.2 ,,39.7 ,,357.1 ,
NC,Town of Cary (CTRAN),4143,B,MB,PT,5,7,,161.0 ,,174.7 ,,161.0 ,,10.4 ,,9.9 ,,23.4 ,,0.0 ,
,,,,Total,,16,20,,161.0 ,,705.0 ,,598.9 ,,36.8 ,,33.1 ,,63.0 ,,357.1 ,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County (WSTA),4012,A,DR,DO,18,23,,0.0 ,,670.6 ,,593.8 ,,43.1 ,,40.4 ,,120.4 ,,519.3 ,
NC,Winston-Salem Transit Authority - Trans-Aid of Forsyth County (WSTA),4012,A,MB,DO,34,50,,"1,412.9 ",,"1,463.5 ",,"1,433.4 ",,121.4 ,,119.6 ,,"2,861.8 ",,"5,809.4 ",
,,,,Total,,52,73,,"1,412.9 ",,"2,134.1 ",,"2,027.2 ",,164.5 ,,159.9 ,,"2,982.2 ",,"6,328.7 ",
ND,Bis-Man Transit Board (CAT),8019,B,DR,PT,26,28,,0.0 ,,739.1 ,Q,719.7 ,Q,53.2 ,Q,50.9 ,Q,190.2 ,,719.7 ,
ND,Bis-Man Transit Board (CAT),8019,B,MB,PT,7,10,,290.4 ,,290.4 ,Q,278.1 ,Q,20.6 ,Q,20.0 ,Q,104.7 ,Q,290.1 ,Q
,,,,Total,,33,38,,290.4 ,,"1,029.5 ",,997.8 ,,73.8 ,,70.8 ,,294.9 ,,"1,009.7 ",
ND,Cities Area Transit (CAT),8008,B,DR,PT,11,11,,0.0 ,,284.8 ,,245.5 ,,17.4 ,,13.0 ,,43.5 ,,171.9 ,Q
ND,Cities Area Transit (CAT),8008,B,MB,DO,7,12,,296.6 ,,331.8 ,,304.3 ,,22.1 ,,20.8 ,,245.6 ,,358.2 ,Q
,,,,Total,,18,23,,296.6 ,,616.6 ,,549.9 ,,39.5 ,,33.8 ,,289.1 ,,530.1 ,
ND,Fargo Metropolitan Area Transit (MAT),8003,B,DR,PT,8,9,,0.0 ,,270.5 ,,255.9 ,,21.3 ,,20.1 ,,49.0 ,,255.6 ,
ND,Fargo Metropolitan Area Transit (MAT),8003,B,MB,PT,12,15,,538.4 ,,566.7 ,,531.1 ,,44.1 ,,41.9 ,,899.9 ,,"2,708.4 ",
,,,,Total,,20,24,,538.4 ,,837.3 ,,787.0 ,,65.4 ,,62.1 ,,948.9 ,,"2,964.1 ",
NE,StarTran,7001,B,DR,DO,7,9,,0.0 ,,223.1 ,,220.9 ,,15.8 ,,15.4 ,,34.4 ,,196.9 ,
NE,StarTran,7001,B,DR,PT,6,11,,0.0 ,,130.2 ,,108.5 ,,7.3 ,,5.4 ,,19.2 ,,106.9 ,
NE,StarTran,7001,B,MB,DO,50,60,,"1,406.6 ",,"1,478.9 ",,"1,406.7 ",,114.4 ,,109.3 ,,"1,772.7 ",,"5,022.1 ",
,,,,Total,,63,80,,"1,406.6 ",,"1,832.3 ",,"1,736.1 ",,137.4 ,,130.0 ,,"1,826.3 ",,"5,325.9 ",
NE,Transit Authority of Omaha (MAT),7002,A,DR,DO,12,20,,0.0 ,,478.8 ,,438.4 ,,31.7 ,,29.2 ,,51.4 ,,313.7 ,
NE,Transit Authority of Omaha (MAT),7002,A,MB,DO,99,143,,"3,846.3 ",,"3,861.3 ",,"3,840.9 ",,280.2 ,,279.1 ,,"3,881.1 ",,"12,492.4 ",
,,,,Total,,111,163,,"3,846.3 ",,"4,340.0 ",,"4,279.3 ",,311.9 ,,308.3 ,,"3,932.5 ",,"12,806.1 ",
NH,Cooperative Alliance for Seacoast Transportation (COAST),1086,B,DR,DO,1,3,,0.0 ,,26.0 ,,9.8 ,,1.2 ,,0.6 ,,1.5 ,,8.0 ,
NH,Cooperative Alliance for Seacoast Transportation (COAST),1086,B,MB,DO,11,16,,438.6 ,,491.9 ,,436.9 ,,29.6 ,,26.7 ,,329.6 ,,"2,659.9 ",
NH,Cooperative Alliance for Seacoast Transportation (COAST),1086,B,MB,PT,4,6,,41.7 ,,71.8 ,,41.7 ,,5.3 ,,3.8 ,,23.3 ,,256.0 ,
,,,,Total,,16,25,,480.3 ,,589.7 ,,488.3 ,,36.2 ,,31.1 ,,354.4 ,,"2,923.9 ",
NH,Manchester Transit Authority (MTA),1002,A,DR,DO,5,5,,0.0 ,,72.8 ,,63.2 ,,8.5 ,,7.4 ,,10.3 ,,44.4 ,
NH,Manchester Transit Authority (MTA),1002,A,MB,DO,14,15,,479.8 ,,498.8 ,,479.8 ,,37.0 ,,35.5 ,,444.0 ,,"1,371.2 ",
,,,,Total,,19,20,,479.8 ,,571.7 ,,543.1 ,,45.5 ,,43.0 ,,454.3 ,,"1,415.6 ",
NH,Nashua Transit System (NTS),1087,B,DR,PT,10,12,,0.0 ,,250.1 ,,230.4 ,,17.8 ,,15.6 ,,38.9 ,,280.0 ,
NH,Nashua Transit System (NTS),1087,B,MB,PT,5,6,,257.7 ,,249.2 ,,240.4 ,,21.6 ,Q,21.2 ,Q,348.0 ,,"1,705.7 ",
,,,,Total,,15,18,,257.7 ,,499.3 ,,470.8 ,,39.4 ,,36.8 ,,386.9 ,,"1,985.6 ",
NJ,"Academy Lines, Inc.",2122,E,MB,DO,239,267,,"8,039.5 ",,"9,086.6 ",,"7,960.0 ",,346.3 ,,313.1 ,,"3,804.5 ",,"243,806.9 ",
NJ,"Community Transit, Inc. (Community Transit)",2160,D,MB,DO,21,23,,979.4 ,,"1,115.6 ",,904.2 ,,74.9 ,,67.5 ,,596.0 ,,"14,675.9 ",
NJ,Cumberland County Office on Aging (CCOOA),2155,A,DR,DO,25,32,,0.0 ,,722.8 ,Q,624.2 ,Q,49.5 ,Q,36.9 ,Q,126.3 ,,694.5 ,
NJ,DeCamp Bus Lines,2161,D,MB,DO,59,80,,"2,343.9 ",,"2,235.7 ",,"1,688.6 ",,123.7 ,,99.8 ,,"2,122.8 ",,"44,107.7 ",
NJ,"Hudson Transit Lines, Inc. (Short Line)",2126,E,MB,DO,159,186,,"8,582.5 ",,"8,904.2 ",,"8,567.0 ",,197.9 ,,191.5 ,,"3,286.5 ",,"183,096.1 ",
NJ,"Lakeland Bus Lines, Inc.",2163,E,MB,DO,58,68,,"3,038.6 ",,"3,492.6 ",,"3,032.5 ",,97.9 ,,87.3 ,,"1,930.6 ",,"51,161.4 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,CR,DO,881,"1,070",,"59,115.4 ",,"64,823.7 ",,"58,787.1 ",,"2,154.8 ",,"1,986.9 ",,"75,067.2 ",,"2,116,307.6 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,CR,PT,25,25,,218.8 ,,218.0 ,,218.0 ,,4.1 ,,4.1 ,,327.5 ,,"12,298.4 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,DR,PT,285,309,,0.0 ,,"11,717.6 ",,"9,752.4 ",,697.2 ,,597.7 ,,"1,264.4 ",,"9,790.0 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,LR,DO,14,21,,583.3 ,,589.1 ,,584.1 ,,52.4 ,,49.8 ,,"5,537.7 ",,"13,427.8 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,LR,PT,58,72,,"2,855.1 ",,"2,808.2 ",,"2,808.2 ",,179.3 ,,179.3 ,,"10,229.4 ",,"59,471.7 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,MB,DO,"1,765","2,109",,"68,328.4 ",,"87,072.2 ",,"68,014.4 ",,"5,505.6 ",,"4,624.6 ",,"149,587.8 ",,"915,684.0 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,MB,PT,247,298,,"9,071.8 ",,"9,836.8 ",,"8,946.1 ",,699.3 ,,663.2 ,,"12,678.7 ",,"50,305.9 ",
NJ,New Jersey Transit Corporation (NJ TRANSIT),2080,B,VP,PT,153,153,,0.0 ,,"3,383.3 ",,"3,383.3 ",,87.9 ,,87.9 ,,601.7 ,,"24,381.7 ",
,,,,Total,,"3,428","4,057",,"140,172.9 ",,"180,448.9 ",,"152,493.5 ",,"9,380.7 ",,"8,193.6 ",,"255,294.3 ",,"3,201,667.1 ",
NJ,New Jersey Transit Corporation-45 (NJTC-45),2132,E,MB,DO,42,47,,986.3 ,,"1,023.7 ",,977.7 ,,57.9 ,,55.9 ,,"3,672.2 ",,"6,912.3 ",
NJ,"Olympia Trails Bus Company, Inc. (Coach USA)",2165,D,MB,DO,16,26,,"1,188.3 ",,"1,146.2 ",,"1,098.3 ",,79.8 ,,77.3 ,,650.8 ,,"11,772.8 ",
NJ,"Orange-Newark-Elizabeth, Inc. (Coach USA)",2166,D,MB,DO,58,67,,"2,338.4 ",,"2,451.4 ",,"2,314.6 ",,240.3 ,,230.9 ,,"12,654.1 ",,"40,328.1 ",
NJ,Port Authority Trans-Hudson Corporation (PATH),2098,B,FB,PT,8,9,,175.6 ,,175.6 ,,175.6 ,,21.3 ,,21.3 ,,"2,085.6 ",,"5,592.4 ",
NJ,Port Authority Trans-Hudson Corporation (PATH),2098,B,HR,DO,252,327,,"12,865.4 ",,"12,821.3 ",,"12,176.5 ",,848.8 ,,659.4 ,,"76,197.4 ",,"332,894.1 ",
,,,,Total,,260,336,,"13,040.9 ",,"12,996.8 ",,"12,352.0 ",,870.1 ,,680.7 ,,"78,283.0 ",,"338,486.5 ",
NJ,Port Authority Transit Corporation (PATCO),2075,A,HR,DO,78,121,,"4,032.4 ",,"4,270.8 ",Q,"4,011.2 ",,147.3 ,,138.3 ,,"9,376.9 ",,"80,695.5 ",
NJ,"Rockland Coaches, Inc.",2149,E,MB,DO,88,115,,"4,338.4 ",,"5,327.7 ",,"4,291.9 ",,238.7 ,,183.9 ,,"4,180.4 ",,"75,203.8 ",
NJ,Suburban Transit Corporation (Coach USA),2128,E,MB,DO,107,140,,"5,932.4 ",,"6,198.1 ",,"5,913.2 ",,305.5 ,,295.4 ,,"3,596.2 ",,"122,476.3 ",
NJ,Trans-Hudson Express,2168,D,MB,DO,60,88,,"2,163.6 ",,"2,235.6 ",,"2,161.2 ",,239.2 ,,231.5 ,,"6,359.0 ",,"40,982.6 ",
NM,ABQ Ride,6019,A,DR,DO,50,53,,0.0 ,,"1,997.9 ",Q,"1,762.2 ",Q,112.9 ,Q,98.0 ,Q,178.2 ,,"1,894.4 ",
NM,ABQ Ride,6019,A,MB,DO,147,149,,"4,698.9 ",,"5,505.9 ",,"4,724.6 ",,339.2 ,,287.7 ,,"8,573.5 ",,"28,548.7 ",Q
,,,,Total,,197,202,,"4,698.9 ",,"7,503.8 ",,"6,486.8 ",,452.1 ,,385.8 ,,"8,751.7 ",,"30,443.0 ",
NM,Las Cruces Area Transit (RoadRunner),6049,A,DR,DO,11,15,,0.0 ,,213.2 ,,183.4 ,,21.0 ,,18.4 ,,52.2 ,,153.1 ,
NM,Las Cruces Area Transit (RoadRunner),6049,A,MB,DO,9,16,,393.8 ,,403.2 ,,389.8 ,,32.3 ,,31.7 ,,696.9 ,,"2,146.8 ",
,,,,Total,,20,31,,393.8 ,,616.4 ,,573.2 ,,53.3 ,,50.1 ,,749.1 ,,"2,299.9 ",
NM,Santa Fe Trails - City of Santa Fe (SFT),6077,B,DR,PT,17,38,,0.0 ,,554.0 ,Q,318.3 ,Q,52.5 ,Q,23.6 ,Q,72.0 ,,264.2 ,
NM,Santa Fe Trails - City of Santa Fe (SFT),6077,B,MB,DO,20,25,,794.3 ,,819.5 ,Q,766.7 ,Q,66.7 ,Q,61.8 ,Q,602.4 ,,"2,053.1 ",
,,,,Total,,37,63,,794.3 ,,"1,373.5 ",,"1,085.0 ",,119.2 ,,85.3 ,,674.4 ,,"2,317.3 ",
NV,Las Vegas Monorail Company (LVMC),9204,E,AG,PT,36,36,,443.6 ,,443.6 ,,443.6 ,,26.8 ,Q,26.8 ,Q,"7,002.3 ",,"2,217.9 ",
NV,Regional Transportation Commission of Southern Nevada (RTC),9045,B,DR,PT,186,223,,0.0 ,,"7,453.7 ",,"6,125.1 ",,526.7 ,,451.5 ,,818.1 ,,"9,147.4 ",
NV,Regional Transportation Commission of Southern Nevada (RTC),9045,B,MB,PT,285,356,,"17,060.6 ",,"18,375.7 ",,"17,096.3 ",,"1,542.9 ",,"1,474.8 ",,"59,876.8 ",,"218,014.7 ",Q
,,,,Total,,471,579,,"17,060.6 ",,"25,829.4 ",,"23,221.4 ",,"2,069.6 ",,"1,926.3 ",,"60,694.9 ",,"227,162.2 ",
